,Date,How Helpful,Review Contents,Score,Title
400,"on January 19, 2018",,gift for husband-he loves them,5.0 out of 5 stars,headphones for the regular guy
401,"on April 7, 2018",,"The headphones work fine and all but in the first week of use trying it wired mode  it damaged, don't know why and no one seems to answer me, it only listens on the left side and I want to know how to fix it",3.0 out of 5 stars,You can only hear left side in aux wired mode
402,"on April 13, 2018",,Does not charge up.  Completely useless. Would like to know how to return or Exchange for a functionable set,1.0 out of 5 stars,Does not charge up does not work
403,"on January 22, 2018",,Good sound good product,5.0 out of 5 stars,Five Stars
404,"on January 23, 2018",,So far am very happy. The sound quality and battery life are great for the price. Hoping they have longevity. You have a customer that enjoys shairing their product endorsement with others.,5.0 out of 5 stars,Love the headphones.
405,"on January 18, 2018",,So far so good. Good sound quality ans the stereo is awesome.,5.0 out of 5 stars,Five Stars
406,"on March 5, 2018",,"easy to use. sound is excellent especially for this price. Have worn them for multi-hour stretches, very comfortable",5.0 out of 5 stars,Five Stars
407,"on January 10, 2018","
      3 people found this helpful.
    ","Headphones work great so far.  Battery life is great, still working on same charge over the last 3 days.  I use them 8 hrs a day.  The sound is rich enough for my needs at work.  The sound does seem to bleed outside of the headphones at modest volumes.  They do get LOUD.  Very comfortable to wear all day.  Bluetooth was easy to pair with iPhone 7 Plus, and work great.  Haven't tested out the distance.Microphone is HORRID.  Those that I speak with tell me that there is a loud, high pitched ""staticy"" noise that makes it difficult to hear me.All in all, I am satisfied with the purchase because I use microphone sparingly at work.  Do not recommend if you want to use them for frequent calls.",4.0 out of 5 stars,Above average Headphones with crappy microphone.
408,"on March 27, 2018",,I'm really enjoying these headphones. Such a great buy considering the quality.,5.0 out of 5 stars,You will not regret purchasing these.
409,"on February 27, 2018",,"Incredible! The headset is one of the most comfortable I've ever tried with great sound quality. And the price is amazing. Didn't have to be gauged paying for a similar headset for $300 more, great buy!!",5.0 out of 5 stars,The headset is one of the most comfortable I've ever tried with great sound quality
410,"on February 23, 2018",,Very happy very good sound,5.0 out of 5 stars,Five Stars
411,"on February 25, 2018",,Great,5.0 out of 5 stars,Five Stars
412,"on January 7, 2018",,I bought this as a gift. The recipient loves this head set and says they sound very good and are exceptionally comfortable.,5.0 out of 5 stars,The recipient loves this head set and says they sound very good and are exceptionally comfortable
413,"on March 19, 2018",,Exceeded my expectations. Better sound than I anticipated. Good value. Seem decently built. Now we'll see how they hold up.,5.0 out of 5 stars,Better sound than I anticipated
414,"on March 18, 2018",,"These were so easy to pair with my iphone7 and my MacBook. They’re also super comfortable. The sound is great, especially for the price.",5.0 out of 5 stars,These were so easy to pair with my iphone7 and my MacBook
415,"on March 1, 2018",,Been working great so far and has been everything I need it to be.I also like that it is not a noise-cancelling set...allows you to still be a part of the world around you when using. ;-),5.0 out of 5 stars,Been working great so far and has been everything I need it ...
416,"on December 16, 2017","
      One person found this helpful.
    ",Easy to use. Very comfortable. Great sound quality. Highly recommended.,5.0 out of 5 stars,Five Stars
417,"on March 23, 2018",,Great sound and the price is amazing,5.0 out of 5 stars,Awesome
418,"on February 14, 2018",,"These headphones appear to be well made, but are way too big for my head.  Returning and searching for headphones designed for people with smaller heads.",3.0 out of 5 stars,"These headphones appear to be well made, but are ..."
419,"on February 22, 2018",,"Connects reliably, better than two others I have. Good voice feedback, comfortable",5.0 out of 5 stars,better than two others I have
420,"on March 17, 2018",,"As always, the product met all expectations!",5.0 out of 5 stars,Met all expectations.
421,"on December 12, 2017","
      One person found this helpful.
    ","Exactly as described, nice fit, and sound is awesome.",5.0 out of 5 stars,"nice fit, and sound is awesome"
422,"on February 12, 2018",,These were great for movies and music. The sound would be choppy when paired to my computer.,4.0 out of 5 stars,Four Stars
423,"on March 15, 2018",,Battery died right away. Did not last 3 days.,2.0 out of 5 stars,Bad battery. Charge does not last.
424,"on March 8, 2018",,"Comfortable, good sound, getting more than 8 hours on a charge.",4.0 out of 5 stars,Four Stars
425,"on February 6, 2018",,Very comfortable and paired to TV easily. Dialoge is crisp & clear.Great value for the price. Camoares very well to name brand expense headset. Would highly recommended,5.0 out of 5 stars,Very comfortable and paired to TV easily
426,"on February 16, 2018",,Im adding to my previous review. Item is good and bluetooth works well. However the earphone covers come of very easily. They dont go back on sadly.,3.0 out of 5 stars,Item is good and bluetooth works well
427,"on January 26, 2018",,"The sound quality is excellent in both wired and bluetooth.  Pairing is easy, and the range is at least 50 feet.",5.0 out of 5 stars,The sound quality is excellent in both wired and bluetooth
428,"on March 22, 2018",,Chic design. Great sound. Comfortable. Love the optional cord. Good buy!,5.0 out of 5 stars,Great sound. Comfortable
429,"on April 11, 2018",,I like it. Good quality sound and change lady’s a long time,4.0 out of 5 stars,Four Stars
430,"on March 18, 2018",,Decent for the money and good sound and there comfortable,4.0 out of 5 stars,Four Stars
431,"on April 9, 2018",,I have used for a couple of days now. Excellent sound quality so complaints yet.,4.0 out of 5 stars,Great sounds
432,"on April 16, 2018",,"Very nice, comfortable on my rather large head too. Good sound, for price and my aging ears!",5.0 out of 5 stars,Five Stars
433,"on March 20, 2018",,Very well made excellent sound...Best Purchase in 4 for the same type headphones needed for the computer and tablet...,5.0 out of 5 stars,Would Buy again
434,"on January 21, 2018",,Very comfortable and good quality. Good sound.,5.0 out of 5 stars,Five Stars
435,"on March 25, 2018",,"Comfortable, love folding feature. Bass not bad, but could be a little deeper. Overall, great product  for a fraction of the cost!",5.0 out of 5 stars,Sweet headphones!
436,"on February 27, 2018",,Hi really like the way they sound. I was very impressed with these Bluetooth  headphones..,5.0 out of 5 stars,Five Stars
437,"on January 4, 2018",,"Comfortable and easy to link. Voice prompt lets you when it's turned on, off, pairing, and connected.",5.0 out of 5 stars,Five Stars
438,"on February 27, 2018",,"Loved it, but one of the ear muffs fell off after a couple of months and we had to glue it back together. Otherwise its perfect for out 8 year.",3.0 out of 5 stars,"Loved it, but one of the ear muffs fell ..."
439,"on March 19, 2018",,"Really good battery, haven't had to charge it after a straight 3 days use. I'm really enjoying the earpads too but there isn't much noise cancellation if there even is any.",5.0 out of 5 stars,Long lasting battery
440,"on February 7, 2018",,"Fits perfect and sounds awesome. Best headphone with very reasonable price. No need to buy expensive headphone. This does the job, enjoy. Will recommend 100%",5.0 out of 5 stars,Fits perfect and sounds awesome
441,"on March 16, 2018",,Good for the price... Not very bassy .... Very comfortable  and light..... Good sound quality,4.0 out of 5 stars,Not bassy
442,"on March 8, 2018",,"Headphones are incredible, sound is incredible, very comfortable. I even wear them to the gym.",5.0 out of 5 stars,Best for the Price
443,"on January 8, 2018",,Great features. My grandson is going to help me use it well.,5.0 out of 5 stars,That I don't need to charge it if my iPhone is charged
444,"on April 12, 2018",,"They work great , very happy with them and good price as well",5.0 out of 5 stars,"They work great, very happy with them and good price as"
445,"on February 8, 2018",,Like headphones except bluetooth connection drops consistently after a couple minutes during phone calls! Update: got sent new pair by customer service team. So far working well.,5.0 out of 5 stars,Bluetooth phone connectivity
446,"on March 12, 2018",,Great headset for the money.,5.0 out of 5 stars,Five Stars
447,"on February 15, 2018",,Surprised at the quality of the sound at this price.,5.0 out of 5 stars,Five Stars
448,"on January 31, 2018",,"They worked great for a month, but then no longer turned on.  Sent back, will order something else.",2.0 out of 5 stars,Two Stars
449,"on January 26, 2018",,Easy to wear.  Easy to use.  Easy to pair.,5.0 out of 5 stars,Five Stars
450,"on April 13, 2018",,They work awesome. Long battery life fast charging. Comes with charging cord aux cord and bag to keep all together. Very happy with the way they work.,5.0 out of 5 stars,They work awesome. Long battery life fast charging
451,"on January 30, 2018",,Material feels cheap. Wouldn't want to accidently drop them. Sound runs low but nice.,3.0 out of 5 stars,Buy for responsible preteen.
452,"on January 19, 2018",,The headphones were a gift for my son.  He absolutely loves the quality of the sound.  The bluetooth capability puts them over the top.,5.0 out of 5 stars,The headphones were a gift for my son. He ...
453,"on April 8, 2018",,Great quality sound. Simple setup.,5.0 out of 5 stars,Five Stars
454,"on February 23, 2018",,I did not understand and was disappointed the dongle was not included so had to place a separate order. Now with the dongle the headphones are wonderful.,4.0 out of 5 stars,dongle for PC not included
455,"on February 27, 2018",,Great sound. Comfortable to wear.Easy to pair with bluetooth.,5.0 out of 5 stars,Great value
456,"on April 16, 2018",,First time I tried the headphones they had really bad shorts in both speakers. The lowest volume setting is quite loud. This is a terrible product.,1.0 out of 5 stars,Garbage
457,"on March 18, 2018",,"Really disappointed by the quality for watching movies on my iPad. The sound is very 2 dimensional, with bright, chirpy dialog, but background sounds are so suppressed that it sounds like you are listening to one quiet thing with one loud thing laid over top of it. These had such high reviews, I really expected more. They do work slightly better for my Pzizz sleep app with my iPhone, but it still sounds --weird-- somehow.Something about it isn't a complete audio range. I'm not enough of an audiophile to accurately describe how it sounds as if there were a foreground and a background, but it's not a full-bodied, rounded-out sound. Ok. So the best way I can describe it, it's sort of like there's a top and a bottom but no middle to connect them. Like the top and the bottom are completely disconnected from each other, two tracks playing at the same time but not related.My only upside so far?? They fit adequately well and are very comfortable, and I have a wee tiny head, so I don't get to say that often!!I'm sure these will come in handy for some things, but I'll stick to my Marley earbuds for now.",2.0 out of 5 stars,"Weird sound, like there's a top and a bottom but no middle"
458,"on March 16, 2018",,excellent choice for the money!!,5.0 out of 5 stars,Five Stars
459,"on February 27, 2018",,"I think this headset is excellent. It keeps a great charge on the wireless, which I use most often. The design is very good.",5.0 out of 5 stars,Excellent Quality at a Great Price
460,"on January 7, 2018",,Very comfortable. Simple power and pairing functions. Excellent value. Superb sound; well balanced.,5.0 out of 5 stars,Top notch BT headphones
461,"on March 25, 2018",,Musically sounds great and has great quick functionality with buttons and reaction between phone and bluetooth. A little tacky looking cosmetically.,4.0 out of 5 stars,"Quality for your money, battery is excellent."
462,"on February 3, 2018",,Great sound. But the padding isn't the most comfortable for me. So I'm returning it,3.0 out of 5 stars,Wish ear padding was softer
463,"on February 28, 2018",,Good quality headphones with clear sound.  I really enjoy them,4.0 out of 5 stars,Four Stars
464,"on March 21, 2018",,Awesome sound.  Works exactly as advertised.  Pairs easily.  Extremely comfortable.  Did I mention awesome sound?,5.0 out of 5 stars,Awesome sound. Works exactly as advertised
465,"on March 9, 2018",,"Kids loved it! Bought one 2 months ago and no  problem so far. Then, I bought another one.",5.0 out of 5 stars,Five Stars
466,"on February 27, 2018",,Very good for the price!!!,5.0 out of 5 stars,Five Stars
467,"on February 4, 2018",,"Bought these for my son, he loves them.  They are comfortable, easy to use and great buy for the price",5.0 out of 5 stars,"They are comfortable, easy to use and great buy for the"
468,"on March 10, 2018",,"The sound is excellent and fits great.  Thus far, there s nothing negative we can say about them.",5.0 out of 5 stars,Five Stars
469,"on February 27, 2018",,"A great set of headphones. They work a lot better as regular headphones than a headset, the built in mic makes a lot of feedback but otherwise a great headset!",4.0 out of 5 stars,Love em
470,"on February 7, 2018",,I could not keep it over my ears for more than 10-15 minutes. It warms around the ears and becomes irritating while listening for longer than 10-15 minutes.,2.0 out of 5 stars,It warms around the ears and becomes irritating while listening for longer than 10-15 minutes.
471,"on April 10, 2018",,"Great sound, great price. I was looking for a decent wireless headphone to watch tv at night, this was just what I needed.",5.0 out of 5 stars,"Great sound, great price"
472,"on January 9, 2018",,Love these! Arrived as promised and work great!,5.0 out of 5 stars,Five Stars
473,"on January 5, 2018",,"They're lightweight, sturdy, and have a long-lasting battery, but best of all - they sound GREAT.  These heaphones were definitely worth the purchase.",5.0 out of 5 stars,Best headphones for the price.
474,"on February 7, 2018",,Bluetooth,5.0 out of 5 stars,Comfortable
475,"on March 30, 2018",,"Love this thing, not much difference than my beats overpriced  headphones, highly recommend",5.0 out of 5 stars,Five Stars
476,"on March 26, 2018",,Bought this for my husband since he doesn’t like earbuds and wires hanging. He loves it! Has good sound.,5.0 out of 5 stars,Bought this for my husband since he doesn’t like earbuds and wires hanging
477,"on February 26, 2018",,"Great headphones for price. Base is nothing to write home about, but the value for money is beyond anything else out there. Amazing",5.0 out of 5 stars,Great headphones for unbelievable value
478,"on March 9, 2018",,"I am impressed with the quality and the price, they are comfortable for long sessions and quite lightweight as well. I love the audio quality as well.",5.0 out of 5 stars,Great sound quality and very comfortable for long sessions wearing them.
479,"on January 21, 2018",,they're a little big but they work great for the computer !!,5.0 out of 5 stars,Five Stars
480,"on February 19, 2018",,The headphones were very comfortable and surprisedly light weight. Sound was very good. Customer service was top notch.,5.0 out of 5 stars,Great sound
481,"on February 7, 2018",,Nice headset. Very comfortable. Decent sound. Easy to connect and use.,4.0 out of 5 stars,Four Stars
482,"on March 17, 2018",,"Ve,ry good sound at a good price.",5.0 out of 5 stars,ry good sound at a good price
483,"on April 12, 2018",,Coverable and good sound quality.,5.0 out of 5 stars,Five Stars
484,"on January 20, 2018",,"They're comfortable, sturdy and have good sound quality.",5.0 out of 5 stars,Five Stars
485,"on February 10, 2018",,Nice,5.0 out of 5 stars,Five Stars
486,"on March 4, 2018",,"For the price the headphones are really good, the ear sponges are soft and very comfortable. This is a good deal. The sound is good too.",4.0 out of 5 stars,"For the price the headphones are really good, the ear sponges are soft and very comfortable"
487,"on December 4, 2017","
      One person found this helpful.
    ",Love it!,5.0 out of 5 stars,Five Stars
488,"on February 7, 2018",,Great headphones but they don't get loud enough. Great for my workout and not getting tangled up in a cord.,3.0 out of 5 stars,Doesn't get loud enough
489,"on January 25, 2018",,Amazingly comfortable with great sound!! I’m going to buy another pair in a different color.,5.0 out of 5 stars,Great product!
490,"on February 7, 2018",,Excellent sound quality - well made headphones! They look and feel great!,5.0 out of 5 stars,Five Stars
491,"on January 28, 2018",,"Sound is amazing, charges fast, looks great, and is lightweight!  Extremely impressed by these.",5.0 out of 5 stars,"For the price, I don't know if these can EVER be beat."
492,"on March 26, 2018",,They work well. Cord or Bluetooth is a nice feature. Sound good.,5.0 out of 5 stars,Great headphones!
493,"on March 14, 2018",,"Nice Sound, Comfy, easy to use. Maybe a lil big but best headphones I’ve owned in a while.",4.0 out of 5 stars,Good sound!
494,"on March 26, 2018",,Quick delivery perfect when working out no more getting tangled  with cords!,5.0 out of 5 stars,Five Stars
495,"on April 6, 2018",,Sounds really good. Already lasted a good 8 hours with it. Comfortable to wear. Best 30 bucks I spent on headphones.,4.0 out of 5 stars,Sounds great and looks good too.
496,"on November 28, 2017","
      2 people found this helpful.
    ","just got these last night, they're comfortable, light, and they are really responsive.so, just kinda baseline what i expected from upgrading from wireless earbuds.though the earbuds i was using before worked well, they were more for during the day(school/public) and i always found it more of a hassle switching them from my phone to my laptop.and that's kinda the reason i decided to get these.I like these, and i recommend them, but i wouldn't use them in public over my earbuds.",4.0 out of 5 stars,"for a first impressions, it's pretty impressive!"
497,"on December 27, 2017",,Very comfortable on the ears.  Great look and color scheme.,5.0 out of 5 stars,Very comfortable on the ears
498,"on January 25, 2018",,"for the price I expected less quality but I was surprised.......""If you want better quality you have to spend more money""",5.0 out of 5 stars,"""If you want better quality you have to spend more money"""
499,"on January 31, 2018",,Bought as a Christmas gift for my nephew as opposed to Beats by Dre and he loves them.,4.0 out of 5 stars,Great for price
500,"on April 12, 2018",,Great sound for the price. Very easy to pair with the I phone-8 and delivered on time.,5.0 out of 5 stars,Five Stars
501,"on February 8, 2018",,It’s okay. I got what I paid for.,2.0 out of 5 stars,Two Stars
502,"on March 22, 2018",,Lightweight and comfortable and good value for the money.,5.0 out of 5 stars,Five Stars
503,"on March 15, 2018",,Very easy to to pair. The sound quality was awesome.delivery was fast.,5.0 out of 5 stars,Five Stars
504,"on March 8, 2018",,Only thing that is a pain is it unpairs every time i have to plug it in to charge. Sound is great.,4.0 out of 5 stars,Sound is great.
505,"on March 2, 2018",,"Good sound, comfortable fit, and a long lasting battery.",5.0 out of 5 stars,Worth it!
506,"on March 25, 2018",,The sound is good. Could be a little louder,4.0 out of 5 stars,Four Stars
507,"on March 5, 2018",,Great headphones for the cost!,5.0 out of 5 stars,Five Stars
508,"on March 4, 2018",,The phones have worked great from the day I received them. Very happy with them.,5.0 out of 5 stars,Love them
509,"on February 27, 2018",,Great product I'm 100 percent satisfied!,5.0 out of 5 stars,Five Stars
510,"on April 16, 2018",,Awesome quality of sound for music and pc games. The headphones are very comfortable and light. Good price!,5.0 out of 5 stars,Awesome quality of sound for music (in pc games
511,"on February 27, 2018",,Fits great !!,5.0 out of 5 stars,Five Stars
512,"on April 9, 2018",,"Fantastic value for the money. I'm not an audiophile, but this certainly gets the job done for an office environment.",5.0 out of 5 stars,Fantastic value for the money
513,"on March 7, 2018",,Nice sound. Just average noise canceling. Comfortable,5.0 out of 5 stars,Great for the price
514,"on March 17, 2018",,Very comfortable...sounds great....for the price cannot go wrong with this purchase ....,5.0 out of 5 stars,Five Stars
515,"on April 14, 2018",,very soft and extremely comfortable,5.0 out of 5 stars,Five Stars
516,"on February 8, 2018",,Very good sound quality also very comfortable for prolonged use. Good quality for the price.,5.0 out of 5 stars,Good quality
517,"on April 2, 2018",,"So easy to sync, very comfortable",5.0 out of 5 stars,Five Stars
518,"on March 4, 2018",,Shipped quickly item exceeded expectations for headphones,5.0 out of 5 stars,Five Stars
519,"on February 25, 2018",,"Good sound, comfortable and easy to set-up.  Very happy with purchase.",4.0 out of 5 stars,Four Stars
520,"on March 9, 2018",,Great headphones they block out ambient noises which is a plus for me great product!,5.0 out of 5 stars,Great listening!
521,"on January 23, 2018",,"Had it for a couple of weeks. The cuffs are comfortable around my ears, sound is very good.",5.0 out of 5 stars,Very satisfied
522,"on December 28, 2017",,My son says these are very comfortable. He is pleased with them. Thanks!,5.0 out of 5 stars,Five Stars
523,"on March 25, 2018",,Works amazing!!  Very impressed for the amount I paid!,5.0 out of 5 stars,Works amazing!! Very impressed for the amount I paid
524,"on February 19, 2018",,Really like these phones. Easy to sync. Sound is excellent. Endurance is great.,5.0 out of 5 stars,Five Stars
525,"on March 8, 2018",,"Light, connects easily and sounds great",5.0 out of 5 stars,connects easily and sounds great
526,"on January 1, 2018",,Purchased these headphones for my son. He is very happy with the overall quality and sound.,5.0 out of 5 stars,Good buy!
527,"on January 8, 2018",,very comfortable. great sound quality,5.0 out of 5 stars,Five Stars
528,"on March 5, 2018",,As advertised.,5.0 out of 5 stars,Five Stars
529,"on December 25, 2017",,Fantastic head phone! Works perfect right out of box! Quick blue tooth set-up and great sound! Love it!!Ryan,5.0 out of 5 stars,Five Stars
530,"on January 25, 2018",,"Daughter loves them.  Great sound, great price.  We'll see if they stay that way in 6 months.",5.0 out of 5 stars,"Great sound, great price"
531,"on February 19, 2018",,Instructions not clear but they work fine once you figure out what to do.,3.0 out of 5 stars,Three Stars
532,"on February 15, 2018",,Best headphones I Ever brought,5.0 out of 5 stars,Five Stars
533,"on March 24, 2018",,I'm pressed  and I'm NOT EASLEY  IMPRESSED,4.0 out of 5 stars,I'm pressed and I'm NOT EASLEY IMPRESSED
534,"on February 22, 2018",,"very pleased with these headphones, I use them every day.",5.0 out of 5 stars,Five Stars
535,"on March 7, 2018",,"Only problem I have, is that my boy never takes them off.",5.0 out of 5 stars,Five Stars
536,"on April 14, 2018",,Had to return. Not set up for television.,2.0 out of 5 stars,Wrong item!
537,"on February 7, 2018",,"Really impressed with the quality of the build, and the sound is really good with the right EQ.",5.0 out of 5 stars,and the sound is really good with the right EQ
538,"on March 2, 2018",,Great sound very happy with this product,5.0 out of 5 stars,Five Stars
539,"on March 21, 2018",,"Fit great, range is better than expected and sound is amazing for the price. Highly recommend.",5.0 out of 5 stars,Five Stars
540,"on March 17, 2018",,Best headphone I ever try,5.0 out of 5 stars,Great service
541,"on January 4, 2018",,"Great sound, simple control use once you figure it out, very comfortable. Sounds just like the expensive brands.",4.0 out of 5 stars,Four Stars
542,"on February 25, 2018",,Awesome sound.,5.0 out of 5 stars,Five Stars
543,"on January 17, 2018",,"Great sound, super long battery life. Call quality is amazing.",5.0 out of 5 stars,Five Stars
544,"on March 22, 2018",,Quick shipping product just as described and sounds great. Thank you for the great product,5.0 out of 5 stars,Five Stars
545,"on April 6, 2018",,loves it,5.0 out of 5 stars,Five Stars
546,"on April 15, 2018",,"Good sound, great range, and I love that you can pair two devices at once.",5.0 out of 5 stars,Five Stars
547,"on March 12, 2018",,These headphones are the best. I love the sound and really easy to setup. I would recommend to anyone.,5.0 out of 5 stars,Five Stars
548,"on March 18, 2018",,"Good quality noise cancellation and sound, plus comfort, for a low price.",5.0 out of 5 stars,"High quality, low price"
549,"on February 22, 2018",,"nice bass as I wanted, very long battery power and easy to connect with all my devices",5.0 out of 5 stars,Five Stars
550,"on January 9, 2018",,These are great!!,5.0 out of 5 stars,Excellent product!
551,"on April 17, 2018",,Loved it for two and a half months. Then the left side sound went out.,1.0 out of 5 stars,"Great while it works, but mine stopped working after a short time."
552,"on April 15, 2018",,Bluethtooth problems after 2 weeks of use (static &trouble connecting),2.0 out of 5 stars,Two Stars
553,"on February 26, 2018",,Great quality and sound. Exceeded my expectation.,5.0 out of 5 stars,Five Stars
554,"on February 6, 2018",,"Comfortable, excellent sound quality and inexpensive.  A great value!",5.0 out of 5 stars,Five Stars
555,"on March 11, 2018",,Sound is amazing and you can't hear any outside noise,5.0 out of 5 stars,Five Stars
556,"on March 25, 2018",,Product quality was good but the mic sounded bit bad when used with my computer.,4.0 out of 5 stars,Four Stars
557,"on February 27, 2018",,Comfortable and easy to set up and use.,5.0 out of 5 stars,Five Stars
558,"on March 1, 2018",,"Great sound, super comfortable, great battery life.",5.0 out of 5 stars,Five Stars
559,"on March 25, 2018",,"Excellent headphones, especially for the price!",5.0 out of 5 stars,Five Stars
560,"on March 1, 2018",,Awesome,5.0 out of 5 stars,Five Stars
561,"on January 25, 2018",,"Great, comfortable with good grip and amazing soung, a complete bargain.",5.0 out of 5 stars,Buy now
562,"on January 9, 2018",,"Great price, comfortable, good sound. I’m very pleased with these a week into owning them.",5.0 out of 5 stars,Good bang for the buck
563,"on March 1, 2018",,"Great sound, it has audible on/off or connected selections.",5.0 out of 5 stars,Five Stars
564,"on April 14, 2018",,Delivered the sound as promised. Great cans for the price.,4.0 out of 5 stars,Great cans for the price
565,"on April 14, 2018",,Charge port broke already. Very poorly made.,1.0 out of 5 stars,One Star
566,"on April 9, 2018",,They stopped working in less than 90 days!,1.0 out of 5 stars,One Star
567,"on March 7, 2018",,Love how clear they are and how it drowns out all sound,5.0 out of 5 stars,Five Stars
568,"on March 17, 2018",,Good quality sound. Comfortable. Sturdy.,5.0 out of 5 stars,Lives up to expectations.
569,"on February 26, 2018",,I bought it for my wife - she likes it very much - very confortable,5.0 out of 5 stars,Five Stars
570,"on February 23, 2018",,Excellent set of headphones I use for the gym.,5.0 out of 5 stars,Five Stars
571,"on January 30, 2018",,It connects quickly and the sound is very good.,5.0 out of 5 stars,Five Stars
572,"on February 28, 2018",,they are amazing,5.0 out of 5 stars,Five Stars
573,"on March 22, 2018",,light weight comfortable works great,5.0 out of 5 stars,Five Stars
574,"on March 5, 2018","
      One person found this helpful.
    ",The ease of installing it with my Samsung tv. Comfortable wear.,5.0 out of 5 stars,Comfortable wear.
575,"on January 20, 2018",,Very good pair of Headphones. Microphone is crappy but It still does the job.,4.0 out of 5 stars,Good pair of headphones for 50$
576,"on January 23, 2018",,Comfortable and great connectivity.,5.0 out of 5 stars,Five Stars
577,"on December 31, 2017",,"arrived when expected, easy set-up, great sound.",5.0 out of 5 stars,"easy set-up, great sound"
578,"on December 29, 2017",,Just got these and life them. Sounds amazing and super comfy!,5.0 out of 5 stars,Sounds amazing and super comfy
579,"on February 23, 2018",,"Great quality, great sound, great price.",5.0 out of 5 stars,Five Stars
580,"on February 28, 2018",,Awesome for the money.,5.0 out of 5 stars,Five Stars
581,"on March 10, 2018",,Clear sound and very comfortable,4.0 out of 5 stars,Four Stars
582,"on February 23, 2018",,Great sound. Easy controls. Blue tooth works good with my android phone.,5.0 out of 5 stars,Five Stars
583,"on January 25, 2018",,"Got them for my grandson, he said they work great",4.0 out of 5 stars,he said they work great
584,"on February 5, 2018",,"Great quality and noise reduction, connection is reliable",5.0 out of 5 stars,Five Stars
585,"on March 14, 2018",,Awesome sound and crazy long battery life. Worth the buy.,5.0 out of 5 stars,Five Stars
586,"on March 1, 2018",,Good sound. Strange contraption type of bending sides together.,4.0 out of 5 stars,Four Stars
587,"on January 21, 2018",,So far so good. The sound quality is good n and I have no complaints,5.0 out of 5 stars,Five Stars
588,"on January 1, 2018","
      3 people found this helpful.
    ","First set would not charge. I returned them for a refund, but later the 3rd party seller Patrozon contacted me directly and offered me a replacement pair free of charge. The new set works perfectly. Great sound, no noise leakage, long battery life, and charges quickly.",5.0 out of 5 stars,5 Star
589,"on March 4, 2018",,Great sound and very comfortable to wear,5.0 out of 5 stars,Five Stars
590,"on March 17, 2018",,"Good quality , good price.",5.0 out of 5 stars,Five Stars
591,"on March 5, 2018",,Always having to keep resetting the app so they will work....,3.0 out of 5 stars,Three Stars
592,"on January 21, 2018",,Great headphones my kid loves them. I would buy them again,5.0 out of 5 stars,Five Stars
593,"on April 14, 2018",,Nice 👍🏿,5.0 out of 5 stars,Five Stars
594,"on February 22, 2018",,Really great headphones. Most comfortable I’ve ever owned,5.0 out of 5 stars,Five Stars
595,"on February 9, 2018",,Quality headphones and price is great.,5.0 out of 5 stars,Good quality
596,"on January 4, 2018",,Good sound quality. Easy to connect.,5.0 out of 5 stars,Five Stars
597,"on March 16, 2018",,"so far works, great fast delivery",5.0 out of 5 stars,great fast
598,"on December 4, 2017",,Excelleny sound and manufacturing quality.  Love them,5.0 out of 5 stars,Love
599,"on January 28, 2018",,Works and sounds great. Use them all day at work,5.0 out of 5 stars,Five Stars
600,"on March 11, 2018",,"Good quality, easy to pair and comfortable.",5.0 out of 5 stars,Five Stars
601,"on March 15, 2018",,"Great headphones, good price",5.0 out of 5 stars,Five Stars
602,"on February 25, 2018",,Great sound!,5.0 out of 5 stars,Five Stars
603,"on February 25, 2018",,Really nice headphones for what they are worth,5.0 out of 5 stars,Five Stars
604,"on January 29, 2018",,Good price.  They work fine...just as advertised.,5.0 out of 5 stars,Good price. They work fine
605,"on December 26, 2017",,It was a gift and he was very pleased,5.0 out of 5 stars,Five Stars
606,"on January 27, 2018",,Nice sound quality and comfortable with glasses!,5.0 out of 5 stars,Five Stars
607,"on January 14, 2018",,"Love the sounds quality, and are very comfortable",5.0 out of 5 stars,Great sound quality
608,"on February 2, 2018",,Very comfortable head set nice quality,5.0 out of 5 stars,Five Stars
609,"on February 24, 2018",,"Works fine, easy to use.",5.0 out of 5 stars,Five Stars
610,"on February 27, 2018",,Great,5.0 out of 5 stars,Five Stars
611,"on March 13, 2018",,They are awesome.,5.0 out of 5 stars,Five Stars
612,"on February 6, 2018",,Comfortable and easy to use.,5.0 out of 5 stars,Five Stars
613,"on March 1, 2018",,Great product!,5.0 out of 5 stars,Five Stars
614,"on January 5, 2018",,There pretty good for the price.,5.0 out of 5 stars,Five Stars
615,"on January 17, 2018",,"Work great, terrific sound.",5.0 out of 5 stars,Five Stars
616,"on February 25, 2018",,Wireless and clear!,5.0 out of 5 stars,Five Stars
617,"on February 25, 2018",,Great sound. Great quality.,5.0 out of 5 stars,Five Stars
618,"on April 17, 2018",,Love them,5.0 out of 5 stars,Five Stars
619,"on February 6, 2018",,Perfect!,5.0 out of 5 stars,Five Stars
620,"on January 25, 2018",,It's a great product.,4.0 out of 5 stars,Four Stars
621,"on March 15, 2018",,It's very good :) :),5.0 out of 5 stars,Five Stars
622,"on March 19, 2018",,good sound and value,4.0 out of 5 stars,Four Stars
623,"on March 8, 2018",,Comfortable on the 👂,4.0 out of 5 stars,Comfortable
624,"on February 6, 2018",,Great for the price,5.0 out of 5 stars,Five Stars
625,"on December 28, 2017",,It works v well and I love them!,5.0 out of 5 stars,Five Stars
626,"on April 14, 2018",,Excellent product,5.0 out of 5 stars,Five Stars
627,"on March 7, 2018",,Great headphones for the money!,5.0 out of 5 stars,Five Stars
