,Date,How Helpful,Review Contents,Score,Title
8257,"on August 24, 2017",,"Great headphones for the price, does a good job reducing outside noise. Comfortable.",5.0 out of 5 stars,Five Stars
8258,"on February 21, 2018",,These are just as good as $200-$300 Beats headphones!,5.0 out of 5 stars,Five Stars
8259,"on March 13, 2018",,"Headphones connect easily to my phone and computer. Battery life is about four hours and mic quality is a little low, but I think it's great for the price.",5.0 out of 5 stars,Easy connectivity
8260,"on November 16, 2017",,This is for a Birthday gift for someone else. Looks neat though.,5.0 out of 5 stars,Five Stars
8261,"on December 13, 2017",,My husband absolutely loves them excellent condition and great sound.,5.0 out of 5 stars,Mpow ear phones
8262,"on September 16, 2017",,"For the price, i think it is as good as it gets.  Linked it to my TV and my phone so far..",5.0 out of 5 stars,i think it is as good as it gets
8263,"on April 10, 2018",,Prefect for my 8 year old son,5.0 out of 5 stars,Five Stars
8264,"on April 16, 2018",,Worth every penny... sound quality is great. I have a pretty big head and fits a little snug but not uncomfortable. Highly recommend,5.0 out of 5 stars,sound quality is great. I have a pretty big head and fits ...
8265,"on April 16, 2018",,Great sound for the price. Comfortable. Works great!,5.0 out of 5 stars,Great headphones!
8266,"on March 21, 2018",,My boyfriend loves them and he said it sounds great.,5.0 out of 5 stars,Five Stars
8267,"on July 22, 2017",,Better than expected. Great sound.,5.0 out of 5 stars,Five Stars
8268,"on December 31, 2017",,easy to set up and sounds great!,5.0 out of 5 stars,Five Stars
8269,"on April 3, 2018",,"Love these. Sound is great. Easy to set up. Charge lasts. And they're cute. Win, win, win.",5.0 out of 5 stars,Five Stars
8270,"on February 22, 2018",,Great quality headphones at a reasonable price! Would buy again!,5.0 out of 5 stars,Five Stars
8271,"on October 24, 2017",,Not that great product. Cant compare with sony .,2.0 out of 5 stars,Three Stars
8272,"on February 6, 2018",,"Awesome headphones for the money. I hardly ever review things, had to for these. Happiest purchase I've made in a while.",5.0 out of 5 stars,Buy them!!!!
8273,"on December 28, 2017",,I got thease for my girlfriend for Christmas and she loves them. I also tried them and they are grate.,5.0 out of 5 stars,They sound grate
8274,"on August 9, 2017",,"My 15 yr old loves them. Sound quality is great, they are comfortable & he says they last for days before having to charge them. Definitely recommend",5.0 out of 5 stars,"Sound quality is great, they are comfortable & he says they last ..."
8275,"on March 6, 2018",,"They sound great and very affordable. So far I'm really happy with them, I actually bought 2 pairs.",5.0 out of 5 stars,Five Stars
8276,"on March 12, 2017",,Works as stated.,5.0 out of 5 stars,Five Stars
8277,"on October 2, 2017",,Delivery on time and appears to be a quality product.,5.0 out of 5 stars,Five Stars
8278,"on March 9, 2018",,Feels great. Battery last long. Only downfall is there is some static when in Bluetooth mode. This goes away when using wired.,4.0 out of 5 stars,Feels great. Battery last long
8279,"on July 24, 2017",,Surprisingly good quality for the price. I've already told a friend about them. I use them at the gym and they sound great. 👍,5.0 out of 5 stars,Surprisingly good quality for the price
8280,"on July 28, 2017",,Excellent quality I love them. I love the fit and how long the charge lasts. The only thing is I wished I ordered it sooner!!,5.0 out of 5 stars,Excellent quality I love them
8281,"on June 22, 2017",,works for me!,5.0 out of 5 stars,Five Stars
8282,"on November 8, 2017",,Excellent product.  Very comfortable on the ears.  The voiced signal for headset on and off and pairing is genius.,5.0 out of 5 stars,Love them!
8283,"on March 14, 2018",,I was amazed they sound very good  especially for the price,5.0 out of 5 stars,Five Stars
8284,"on January 4, 2018",,excellent.  arrived on time.  excellent condition.  work great.,5.0 out of 5 stars,excellent. arrived on time
8285,"on September 19, 2017",,A good value,4.0 out of 5 stars,Fine sound and a good value
8286,"on April 12, 2018",,"Comfortable fit, good sound.",5.0 out of 5 stars,Great headphones
8287,"on April 12, 2018",,Great sound and connection. Comfortable headphones.,5.0 out of 5 stars,Great headphones especially for the price
8288,"on December 21, 2017",,Well priced. Good sound. Long life battery. Perfect for late night TV viewing.,4.0 out of 5 stars,Good sound. Long life battery
8289,"on February 26, 2018",,Works perfect. I wear glasses and they still work really well.,5.0 out of 5 stars,Five Stars
8290,"on November 3, 2017",,Excellent product,5.0 out of 5 stars,Excellent
8291,"on January 28, 2018",,They are great.,5.0 out of 5 stars,Five Stars
8292,"on September 26, 2017",,I love these the sound is awesome especiallyFor the price!,5.0 out of 5 stars,Five Stars
8293,"on October 26, 2017",,"Love them, great value and good sound",5.0 out of 5 stars,Five Stars
8294,"on July 22, 2017",,"For the price, I don't think you can beat these. Sound is good and they are comfortable to wear. Easy pairing with yiur phone.",5.0 out of 5 stars,Great value
8295,"on September 5, 2017",,Its alright in sound quality. Nothing impressive. The worse part is BT signal strength through obstructions such as an office desk made of wood. Anything weakens signal strength easily.,4.0 out of 5 stars,Not Great BT Signal Strength
8296,"on January 28, 2018",,"Love them. Great sound,  great fit!",5.0 out of 5 stars,Five Stars
8297,"on July 4, 2017",,Design is ok. Bulky on the sides but sounds good for the price.,5.0 out of 5 stars,Bulky on the sides but sounds good for the price
8298,"on July 29, 2017",,Everything was delivered promptly and undamaged.,5.0 out of 5 stars,Five Stars
8299,"on March 24, 2018",,These headphones are a piece of.....! Controls button located on right-hand side already broken! Cheap plastic crap.,1.0 out of 5 stars,Cheap plastic crap.
8300,"on December 28, 2017",,"I have a daith (inner ear) piercing and struggle to find earphones that do not agitate it. These are great, no pain and very comfy. The sound is great but the bass is weak",4.0 out of 5 stars,"These are great, no pain and very comfy"
8301,"on September 15, 2017",,I am loving it.  Still trying to figure the little things to make the sound better.  So far good buy,5.0 out of 5 stars,Love it
8302,"on November 20, 2017",,"good fit, great sound",5.0 out of 5 stars,Five Stars
8303,"on January 30, 2018",,My wife hates earbuds. These headphones where a perfect fit for her.,5.0 out of 5 stars,These headphones where a perfect fit for her
8304,"on April 5, 2018",,Nice product at low price !,5.0 out of 5 stars,Five Stars
8305,"on February 24, 2018",,These headphones are amazing. They work really well and easy to use. I doubt you can find a pair of headphones as good as these for the price.,5.0 out of 5 stars,These headphones are amazing. They work really well and easy to use
8306,"on August 10, 2017",,Really a very nice  and a good price,5.0 out of 5 stars,Five Stars
8307,"on September 13, 2017","
      One person found this helpful.
    ",Really love the headphones.,5.0 out of 5 stars,Five Stars
8308,"on December 18, 2017",,these headphones are amazing for the price. Sound quality is excellent and I can pair this with my Amazon Alexa and listen to my music in the house without bothering anyone.,5.0 out of 5 stars,Great Buy
8309,"on January 28, 2018",,"Headphones work great, I bought them for my daughter, she loves them",5.0 out of 5 stars,Awesome
8310,"on March 27, 2018",,ok for the price,3.0 out of 5 stars,Three Stars
8311,"on March 5, 2018",,Perfect for workout headphones but not as much low ends as I would want.,4.0 out of 5 stars,Four Stars
8312,"on January 17, 2018",,"The Design is very comfortable, sound quality crisp and has a meet look, I had to buy them again cuz I misplace the first ones BTW where Black and Red.",5.0 out of 5 stars,Amazing Product
8313,"on June 20, 2017",,Great headphones. Good sound muffling in a sound heavy workplace although at high volumes they can bleed sound quite heavily. Bit of a tight fit but not so much that it's uncomfortable. Still five stars.,5.0 out of 5 stars,Overall. Great.
8314,"on March 18, 2018",,Great value for the price. These have worked well for my kids.,5.0 out of 5 stars,Five Stars
8315,"on November 16, 2017",,Great Product,5.0 out of 5 stars,Five Stars
8316,"on January 23, 2018",,"Comfy, charged pretty quick (about an 90 mins or so), little bulker than I expected, but over all not bad. Sound quality fairly decent.",4.0 out of 5 stars,charged pretty quick (about an 90 mins or so)
8317,"on January 18, 2018",,They work amazingly. Quality is nice and battery last a very long time,5.0 out of 5 stars,Quality is nice and battery last a very long
8318,"on January 25, 2018",,This was a gift for our son and he loved the color and the way it rhymes with his red doss soundbox speaker,5.0 out of 5 stars,This was a gift for our son and he loved the color and the way it rhymes with his ...
8319,"on July 20, 2017",,Great headphones for the price and mainly used in flights.,5.0 out of 5 stars,Five Stars
8320,"on September 19, 2017",,Just what I needed,5.0 out of 5 stars,Five Stars
8321,"on August 3, 2017",,A good price and easy to use.,5.0 out of 5 stars,Five Stars
8322,"on October 20, 2017",,Works great,5.0 out of 5 stars,Five Stars
8323,"on September 20, 2017",,"They are perfect. Battery life works great, charging and set up is easy, and the volume is awesome. Perfect for my gym workouts, my husband tried them and wants a pair for himself!",5.0 out of 5 stars,Totally worth it
8324,"on October 11, 2017",,"After charging headphones, the wireless option is no longer. Wish they had durability. If a customer can get in contact with me, that would be great. Thank you.",1.0 out of 5 stars,"After charging, wireless option is no longer."
8325,"on March 12, 2018",,They have worked great for my sanity. They manage to keep the noise volume from the children manageable so that I am able to take care of my coursework.,5.0 out of 5 stars,Comfortable
8326,"on March 1, 2018",,"So far no disconnecting and great sounding, unlike my Bluetooth earbuds.",5.0 out of 5 stars,Five Stars
8327,"on June 7, 2017",,"I've had these headphones for a few months now and they are definitely comfortable. Probably my favorite pair so far, listening to music on them has been a treat.",5.0 out of 5 stars,... for a few months now and they are definitely comfortable. Probably my favorite pair so far
8328,"on January 16, 2018",,Absolutely delightful headphones. And are comfortable with my glasses.,5.0 out of 5 stars,Best I have found
8329,"on February 13, 2018",,Great product. Syncs quickly and sounds great. Ear Muffs are a nice size for us that have bigger ears.,5.0 out of 5 stars,Five Stars
8330,"on June 24, 2017",,Bought these for my husband and he loves them.,5.0 out of 5 stars,Great Product
8331,"on October 28, 2017","
      One person found this helpful.
    ",Great quality wireless headphones. Highly recommended!,5.0 out of 5 stars,Five Stars
8332,"on August 11, 2017",,Great for the price,4.0 out of 5 stars,Four Stars
8333,"on May 23, 2017",,Easy for use,5.0 out of 5 stars,Five Stars
8334,"on October 16, 2017",,Great sound. Initially had a problem pairing with Chrome book but worked it out. Good purchase for the price. Received promptly. Son loves them.,5.0 out of 5 stars,Great sound. Initially had a problem pairing with Chrome ...
8335,"on January 28, 2018",,These are comfortable and work as described.,5.0 out of 5 stars,They work fine
8336,"on January 26, 2018",,Sound quality and functionality was great but the headphones are too big for my taste. Looking for something a bit smaller than this. Had to return.,3.0 out of 5 stars,Sound quality and functionality was great but the headphones are too big for my taste
8337,"on August 24, 2017",,Very comfortable and good sound.,5.0 out of 5 stars,Five Stars
8338,"on March 13, 2018",,"Easy to link with bluetooth, nice rechargeable feature, comfortable & great sound.",5.0 out of 5 stars,Great sound
8339,"on March 12, 2018",,"Good, clear sound. Didn't take too long to get a headache with them though. I Gave them to my son and got a different pair for big heads.",4.0 out of 5 stars,Too small
8340,"on July 29, 2017","
      One person found this helpful.
    ",Blown away by how good the product is for thirty bucks,5.0 out of 5 stars,Well worth it
8341,"on December 6, 2017",,It is for a Christmas gift.  I am sure it will be liked’,5.0 out of 5 stars,Five Stars
8342,"on February 1, 2018",,They are perfect for me. I love them because not only are they cheap but have great audio. I’ve had them for a year and they are going strong with every day use.,5.0 out of 5 stars,"You looking for something cheap in price but great quality, the Mpow are great"
8343,"on December 28, 2017",,Using these with my kindle works nicely.,4.0 out of 5 stars,Four Stars
8344,"on May 4, 2017",,Work great.,5.0 out of 5 stars,Five Stars
8345,"on July 26, 2017","
      One person found this helpful.
    ",UPDATE: Exceptional customer service! I had problems with the first pair I received (original review below).  The seller noticed my review and sent me a new pair. The replacement pair works perfectly. Excellent sound quality and comfortable fit. Now that I have a correctly working item it is perfect for my needs. You can buy this product with confidence that you will be satisfied or the seller will fix any problem. 5 stars for product and seller!!!These worked pretty well for about 2 weeks but then the connection with my phone started dropping. Now they constantly disconnect from my phone which is in my pocket. They don't keep a Bluetooth connection for more than a minute before losing it and needing to be paired again . I wish I could give zero stars as they are useless!,5.0 out of 5 stars,These worked pretty well for about 2 weeks but then the connection ...
8346,"on June 17, 2017",,Great product and great versatility since it can be used wireslesly as well,5.0 out of 5 stars,Five Stars
8347,"on January 8, 2018",,Worked great right out of the box. No problem syncing up with my phone. Purchased them to drown out the noise while cutting grass on riding mower. Performed very well.,4.0 out of 5 stars,Worked great right out of the box
8348,"on December 23, 2017",,"I like the headphones but am missing that there are no instructions on how often, when and how long to charge it.  Would appreciate having this information.",4.0 out of 5 stars,I like the headphones but am missing that there are no ...
8349,"on March 26, 2018",,After a couple of months it stopped working. Terrible product,1.0 out of 5 stars,Stopped working in March brought in Jan
8350,"on August 28, 2017",,"Love it, long battery life. Great for the gym, my daughter loves it as well. Super easy to connect to your devices.",5.0 out of 5 stars,Perfect! Great price and quality
8351,"on July 13, 2017",,These work great and good battery life. A good buy,5.0 out of 5 stars,My opinion
8352,"on December 30, 2017",,Excellent quality for the price!  My son hasn't taken them off since he got them for Christmas.  Sharp looking and good sound.,5.0 out of 5 stars,Excellent quality for the price
8353,"on March 15, 2018",,Gave these to my son for Christmas and after 2 months they will not charge.  Avoid getting these headphones.,1.0 out of 5 stars,These headphones will not last.
8354,"on August 5, 2017",,My brother loves it!!! Great product,5.0 out of 5 stars,Great product
8355,"on December 27, 2017",,Bought as a gift and they were well worth the money,5.0 out of 5 stars,Five Stars
8356,"on January 2, 2018",,"Love these headphones. My brother, father and now my daughter own them. Great price for a good quality product.",5.0 out of 5 stars,Love these headphones
8357,"on February 25, 2018",,Fits well and is durable. My son loves the color,5.0 out of 5 stars,Durable
8358,"on February 27, 2018",,"Great sound, and very comfortable to wear. I love them for when I have to ignore everything going on around me, such as typing or decompressing from work.",5.0 out of 5 stars,"Great sound, and very comfortable to wear"
8359,"on September 14, 2017",,"Headphones work terrifically, incredibly easy to use and pair, wonderful rich sound, and a surprisingly long range for Bluetooth. Well worth the money.",5.0 out of 5 stars,Well worth the price!
8360,"on January 7, 2018",,Great sounding headphones!  Great for the price.,5.0 out of 5 stars,Five Stars
8361,"on February 28, 2018",,They are great!,5.0 out of 5 stars,Five Stars
8362,"on February 13, 2017",,Great earphones at a great price. Probably has saved our marriage as my husband can watch and hear TV at night in our bedroom and I can go to sleep!,5.0 out of 5 stars,Saved a marriage!
8363,"on June 20, 2017","
      One person found this helpful.
    ",r nice and work great but they are way too big and heavy for ears,3.0 out of 5 stars,Three Stars
8364,"on November 24, 2017",,I absolutely love these headphones! The sound is great and the battery lasts a very long time!,5.0 out of 5 stars,Great Buy
8365,"on November 28, 2017",,I have only used them a few times and they have been great. I look forward to really testing them out for my Maui trip!,5.0 out of 5 stars,So far so good!
8366,"on January 26, 2018",,"They sound great with music. The mic & phone conversations are not as good quality as I hope for . For the price of them, I think they are just fine for everyday,",4.0 out of 5 stars,They sound great with music
8367,"on June 3, 2017",,The headphones work as advertised!,5.0 out of 5 stars,Five Stars
8368,"on January 30, 2018",,Very good combination of price and quality.Nice sound. Good bass.Quite compact but not very light.Easy to connect.,5.0 out of 5 stars,Very good combination of price and quality
8369,"on August 6, 2017",,Great sound!,5.0 out of 5 stars,Love it
8370,"on September 6, 2017",,Very pleased with them. Being used to listen to audio books and it works great for that.,4.0 out of 5 stars,Four Stars
8371,"on July 13, 2017",,This will get you by in a tight crunch. I'm a music head and it was not what I was looking for. Good item though.,3.0 out of 5 stars,Good item though
8372,"on February 10, 2018",,These headphones are great you can use them as headphones and answer the phone and be heard clearly. Great buy instead of the beats headphones.,5.0 out of 5 stars,These headphones are great you can use them as headphones and answer the ...
8373,"on October 15, 2017",,"These headphones are very comfortable and the audio quality is super clear, even when it's on bluetooth. I am very satisfied with this product.",5.0 out of 5 stars,Excellent headset
8374,"on August 18, 2017",,AMAZING SOUND!!!! Got this for my son's birthday AND I'M BUYING THEM FOR ME NEXT!,5.0 out of 5 stars,Five Stars
8375,"on October 30, 2017",,My son loves these.  They are very comfortable and easy to pair.,5.0 out of 5 stars,They are very comfortable and easy to pair
8376,"on August 18, 2017",,Got it for my son's birthday.  He really likes it.,5.0 out of 5 stars,Five Stars
8377,"on August 10, 2017",,These have been wonderful. I use them for the gym and so far so good. The battery life lasts forever and I have never had connection problems. The are perfect!,5.0 out of 5 stars,These have been wonderful. I use them for the gym and so ...
8378,"on November 4, 2017",,"I love the headphones, I've had them for like 3 months. But just a couple hours ago, my computer wouldn't let my Bluetooth connect and nor would it allow me to disconnect the device.",5.0 out of 5 stars,I love the headphones
8379,"on November 22, 2017",,Better than you’d think for the price,5.0 out of 5 stars,Five Stars
8380,"on March 16, 2018",,"Work great, very comfortable.  Very happy with this product.",5.0 out of 5 stars,Five Stars
8381,"on October 30, 2017",,Excellent over the ear Bluetooth headphones.. meeting all purchasing expectations from delivery through quality!,5.0 out of 5 stars,Excellent over the ear Bluetooth headphones!!
8382,"on May 3, 2017",,"I use these headphones to listen to audio books. They do a fantastic job for this. They are very comfortable, light, and super easy to pair with my iPhone.",5.0 out of 5 stars,Fantastic for the price.
8383,"on March 4, 2018",,My daughter love them they are user-friendly for a 10 year-old.  The sounds meets expectations would buy again if i had to.,5.0 out of 5 stars,My daughter love them they are user-friendly for a 10 year-old
8384,"on January 30, 2018",,It's a good headphones 5 stars definitely!,5.0 out of 5 stars,Five Stars
8385,"on March 24, 2018",,"WOW perfit fit, got on time for my birthday today ,  sound great for my hearing impaired  will buy one for mom!!!",5.0 out of 5 stars,sound great for my hearing impaired will buy one for mom
8386,"on January 4, 2018",,"My wife wanted some nice over the ear headphones for Christmas, so I bought these. They are great! I will buy another pair.",5.0 out of 5 stars,My wife wanted some nice over the ear headphones for Christmas
8387,"on March 21, 2017","
      2 people found this helpful.
    ","I've had these headphones for about three weeks now and I love them! Today was my first time to take them outside of the house (I mostly use them for laying on the couch and listening to music) and they worked just fine on the 20 minute walk to work. My ears did get a bit sweaty but that's any over the ear headphones I've ever used. I especially like that the ear cups(?) are soft and squishy, without the price tag that usually accompany that feature. No problems pairing once I read the instructions, I love that they fold up, and the little bag is nice but I honestly never use it. A great set of headphones if you're a normal headphone user looking for something wireless!",5.0 out of 5 stars,Great headphones!
8388,"on November 24, 2017",,"These were a gift, but the person really likes them. I tried the a few minutes and ed really good. Nice highs and lows.",5.0 out of 5 stars,I tried the a few minutes and ed really good. Nice highs and lows
8389,"on March 8, 2018",,"Comfy, do the job, and work well. Only complaint is that the volume and bass for it could’ve been a little better I think.",4.0 out of 5 stars,Only complaint is that the volume and bass for it could’ve been a little better I think
8390,"on January 17, 2018",,"So far, great.",5.0 out of 5 stars,great.
8391,"on June 13, 2017",,Works great,5.0 out of 5 stars,Five Stars
8392,"on August 17, 2017",,Very comfortable and the sound is great.,5.0 out of 5 stars,Five Stars
8393,"on February 6, 2018",,Had to buy a Bluetooth dongle to make it wireless. Thought  it was built in when bought.,4.0 out of 5 stars,Four Stars
8394,"on March 19, 2018",,These headphones maximum volume is so low that doing dishes is louder than the music.,1.0 out of 5 stars,Extremely low volume!!!
8395,"on November 9, 2017",,my kids love thempiring was easier than most. Tgryrcdrown out outside noise perfectly and they usevtgem forvtheur phones. They’re so happy and so am I,5.0 out of 5 stars,Great Bluetooth Heaohones
8396,"on November 7, 2017",,Sounded better than I expected,5.0 out of 5 stars,Five Stars
8397,"on October 21, 2017",,Got this for my 11 yo son for his birthday last week and he hasn't taken them off since. Good sound quality and noise reduction,5.0 out of 5 stars,Good sound quality and noise reduction
8398,"on September 6, 2017",,"Easy to use, good sound and good quality for the price. Works really great!",5.0 out of 5 stars,Five Stars
8399,"on June 22, 2017",,They work excellent with bluetooth.  No drop signal or static.,5.0 out of 5 stars,Five Stars
8400,"on July 31, 2017",,the sound quality drops as soon as i use it wireless. wired quality sounds amazing but wireless is sub par.,3.0 out of 5 stars,wired quality sounds amazing but wireless is sub par
8401,"on October 23, 2017",,"Great deal for the price.  Easy to pair to my iPhone. Work OK when cutting the grass, even though they are not noise reducing.",5.0 out of 5 stars,Great deal for the price
8402,"on August 19, 2017",,These headphones are a great buy.  They are a great price and of suprinsingly good quality!,5.0 out of 5 stars,Suprising Quality at a Great Price!
8403,"on December 14, 2017",,Love Love it,5.0 out of 5 stars,I LOVE IT
8404,"on May 22, 2017",,Great product! I run with them every day. No pesky cords and plenty of noise cancellation,5.0 out of 5 stars,Five Stars
8405,"on July 18, 2017",,"Nice audio, comfortable to wear over the ear. Easy BT connection.",5.0 out of 5 stars,Five Stars
8406,"on December 25, 2017",,"The headband is padded for comfort instead of looks, audio is of the quality you should expect from fifty dollar headphones. No major gripes, five stars!",5.0 out of 5 stars,Comfy and affordable
8407,"on February 16, 2018",,By far the best wireless headsets I've ever had. Definity a good choice.,5.0 out of 5 stars,Awesome
8408,"on March 16, 2018",,"I bought it for my husband and he love it! Very nice product and good price,  I will recommend it.",5.0 out of 5 stars,I bought it for my husband and he love it! Very nice product and good price
8409,"on November 6, 2017",,Husband loves these! Works as well as (if not better) than the higher priced brand!!,5.0 out of 5 stars,Five Stars
8410,"on July 20, 2017",,Great ear phones! Music sounds good!!,5.0 out of 5 stars,Five Stars
8411,"on March 1, 2018",,Headphones are awesome I love them and as always love Amazon u are #1,5.0 out of 5 stars,Five Stars
8412,"on February 28, 2018",,I bought this for my son. He chose this over any others and loves it!,5.0 out of 5 stars,Five Stars
8413,"on April 19, 2017","
      One person found this helpful.
    ","**Do not buy**You've heard of adamantium, the indestructible metal that coats Wolverine's bones. Now let me introduce you to Chinesium, the worthless crap that seems to be the primary building material for everything that comes from China.These headphones are made out of 100% pure Chinesium. I've had these for less than a year and the Bluetooth is already failing. It is constantly cutting out. I'm less than 4 feet from my laptop and the connection cuts out every 30 seconds or so. It is incredibly irritating.The actual headphones themselves are designed for the world's tiniest of ear. So get ready for having your ears smashed and the discomfort that is sure to follow.Additional note: The instructions are a very bad and hilarious translation!",1.0 out of 5 stars,Total garbage. DO NOT BUY
8414,"on April 14, 2018",,Excelentes auriculares!,5.0 out of 5 stars,Five Stars
8415,"on January 24, 2018",,Great product for great price. Does exactly what I need. They stay on tight and the sound/volume is perfect. Would highly recommend,5.0 out of 5 stars,Great product for great price
8416,"on July 15, 2017",,These are great. I have sold a ton of these and customers say they are as good as Beats,5.0 out of 5 stars,As Good As Beats
8417,"on September 15, 2017",,Great headphones.  Comfortable.  Good sound quality,5.0 out of 5 stars,Five Stars
8418,"on March 15, 2018",,"They are awsome and block out a lot of noise, but the blue one is definatly bigger then the other colors.",5.0 out of 5 stars,They are awsome and block out a lot of noise ...
8419,"on December 31, 2017",,"Amazing!! Super comfortable on the ears, great sound and super easy to setup and use!! The color is so vibrant,  these are way better then my beats that's for sure!!!",5.0 out of 5 stars,AWESOME!!!!
8420,"on December 21, 2017",,Headphones works fine i have had no problem and i am enjoying the sound they produce!,5.0 out of 5 stars,I think they are great!
8421,"on July 21, 2017",,Excellent sound from these headphones. Also very comfortable. Can't beat the price either. Will be getting another set for my husband.,5.0 out of 5 stars,Great sound for incredible price.
8422,"on April 17, 2018",,"Great product, great sound quality",5.0 out of 5 stars,Five Stars
8423,"on July 5, 2017",,"Work great, easy set up, good insulation",5.0 out of 5 stars,Five Stars
8424,"on August 8, 2017",,"Does everything it promises.  Good sound, easy connectivity, comfortable headset.",5.0 out of 5 stars,"Good sound, easy connectivity"
8425,"on June 7, 2017","
      One person found this helpful.
    ",Excellent just as good as my Bose or better seriously,5.0 out of 5 stars,Five Stars
8426,"on August 3, 2017",,really good!!! Been with them for months and they are working perfectly,5.0 out of 5 stars,Five Stars
8427,"on August 9, 2017",,Would recommend these.  Really nice. Quick service,5.0 out of 5 stars,Five Stars
8428,"on March 3, 2018",,My far my favorite headphones. I now have to order another pair since my boyfriend stole mine!,5.0 out of 5 stars,SO comfortable.
8429,"on January 5, 2018",,It came perfect for Christmas morning and has been working great since. We have no problems with it as of now. If any occur I will message you guys asap. Thank you!,5.0 out of 5 stars,It came perfect for Christmas morning and has been working great since
8430,"on June 7, 2017",,These are fantastic headphones. Sound is amazing and they are comfortable. For the price they are better than expected!,5.0 out of 5 stars,Five Stars
8431,"on November 7, 2017",,This product is great especially for the price I pay.no complain at all,5.0 out of 5 stars,Five Stars
8432,"on January 19, 2018",,This is my third pair! I gave them out as gifts..excellent product and sound for the money!,5.0 out of 5 stars,Excellent sound!
8433,"on April 15, 2017",,Awesome,5.0 out of 5 stars,Five Stars
8434,"on October 31, 2017",,"These are better than beats!,,",5.0 out of 5 stars,Five Stars
8435,"on March 16, 2018",,ERGONOMIC DESIGN FITS VERY COMFORTABLE OVER AIR...THE SOUND IS CRISP AND CLEAR.. NOISE CANCELLING,5.0 out of 5 stars,Five Stars
8436,"on April 24, 2017",,I use them for workouts because previously I was never able to find any that'd stay on my head. The wireless aspect is amazing and it also comes with a headphone jack cord. No complaints whatsoever,5.0 out of 5 stars,Perfect for me
8437,"on December 28, 2017",,The sound quality I think is better than beats head phones. These are the best value and the overall quality is really good,5.0 out of 5 stars,I
8438,"on April 16, 2018",,"These are my first pair of headsets ever. The sound is great, the quality is great, and it's way easier than one with a cord.",5.0 out of 5 stars,"The sound is great, the quality is great"
8439,"on January 3, 2018",,Love them so far but never received a charging or audio cable in the package. Not sure how I’m supposed to charge them without the charging cable. Incomplete order!,2.0 out of 5 stars,Missing the charging cable!!!
8440,"on January 25, 2018",,Great headphones for the price,5.0 out of 5 stars,Five Stars
8441,"on January 28, 2018",,Great headphones!! I have one ofthe very expensive headphones and I like the Mpow more!!,5.0 out of 5 stars,Great headphones!!
8442,"on February 23, 2018",,Work well with bluetooth receiver /transmitter by ssme manufacturer. Easy to pair. Great value.,5.0 out of 5 stars,Easy to pair
8443,"on March 3, 2017",,I love this headphones so much! 5 Stars all around. Sound is very clear. My Computer has low speaker volume and these helped so much. Can go into any room in my house and the sound is clear. Thank you so much!,5.0 out of 5 stars,I love this headphones so much
8444,"on September 29, 2017",,Works great and handles all forms of adjustment,5.0 out of 5 stars,Five Stars
8445,"on August 1, 2017",,Fast & easy pairing. Great sound!,5.0 out of 5 stars,Great Product
8446,"on July 19, 2017",,Good set of head phones good quality!  Recommend them.,5.0 out of 5 stars,Head phones
8447,"on April 8, 2018",,Bought a pair for my 8 year old and then came back to buy a pair for my 5 year old.,5.0 out of 5 stars,Bought a pair for my 8 year old and then ...
8448,"on July 23, 2017",,"Headphones are really great. Great value. Didn't have to spend a lot of money either, def worth it. Cane right away too!",5.0 out of 5 stars,Headphones are really great. Great value
8449,"on December 16, 2017",,Nice headphones. Feel a bit heavy. Happy with them,5.0 out of 5 stars,Five Stars
8450,"on December 18, 2017",,Loud good quality only thing missin is noise cancelation other than that it is a great pick up compared to the more expensive ones ive seen will definitely get it again,5.0 out of 5 stars,Great headphones overall
8451,"on February 24, 2018",,Great Sound! Comfortable to wear!,5.0 out of 5 stars,You will love this!
8452,"on March 11, 2018",,"the sound is great, fits on the ears good",5.0 out of 5 stars,Five Stars
8453,"on March 6, 2018",,Easy to set up and a good quality for the price paid. We will see how well it is doing with over the time.,5.0 out of 5 stars,Easy to set up and a good quality for the ...
8454,"on November 4, 2017",,"very comfortable , they sound great!!!",5.0 out of 5 stars,I like them
8455,"on March 24, 2018",,Gave these to my daughter for Valentine’s Day and it is now March 25th and they won’t charge anymore. Awesome.,1.0 out of 5 stars,Don’t waste your money
8456,"on March 13, 2018",,These head phones are worth the money. The range on them is great. They block out any outside sounds. They are clear and sound good.,5.0 out of 5 stars,The range on them is great. They block out any outside sounds
8457,"on December 8, 2017",,I haven't really used these yet.  I bought them to wear on airplane flights.  They look nice and are comfortable.,5.0 out of 5 stars,They look nice and are comfortable
8458,"on February 23, 2018",,Clear sound on calls too. Flexible and easy to operate single handed. Clean audio,5.0 out of 5 stars,Flexible and easy to operate single handed
8459,"on July 14, 2017",,I'm shocked at the quality of the sound. I was searching for a nice cheap pair of earphones for when I'm listening to audiobooks. These are perfect.,5.0 out of 5 stars,Great buy for the price
8460,"on January 26, 2018",,Great look and a great sound!,5.0 out of 5 stars,Five Stars
8461,"on February 15, 2018",,Works Great Sound Great.,5.0 out of 5 stars,Five Stars
8462,"on October 28, 2017",,"Sound quality is great and so is the battery life, fits well, durable, cancels noice well enough that you can't even hear a lawnmower while riding it.",5.0 out of 5 stars,Sound quality is great and so is the battery life
