,Reviews,Ratings
229,The headphones have worked well in the first week.  The active noise cancelling is decent; it blocks moderate noise from about twenty feet away.  The charge seems to last at least 8 hours with the active noise cancelling on.  I've seen comments about the headphones being heavy but they didn't seem heavy to me.  I like the way they fit over my entire ear.  There is occasional static/interference.  The headphones won't stay paired with a Vaio laptop (which may be due to an issue with my computer).  The headphones pair fine with a Pixel phone.,4.0 out of 5 stars
230,"Overall these headphones are some of the best in its class under $100. Great for a portable headset for commutes, travel, or daily use on the go.The controls on the side of the headphones are intuitive and easy to access. The seek and volume buttons are flush but are large enough to find/use without issue with the low-profile Bluetooth button in the center.The headset appears to have a mostly metal construction and create an industrial/modern/minimalist design. It feels sturdy and durable when handling and folding. The folding hinges and moving parts do not feel like they would break, even when I stress tested them with a reasonable amount of pressure there was no sign that the headset would break. These are a surprisingly durable pair of wireless headphones without being excessively heavy.The comfort of these headphones is also very well balanced on. The earcups are well-padded with pliable foam and a soft faux leather material. The stitching seams on the leather are subtle and well-placed to avoid pressure points. They also don't pinch the sides of your head while wearing them, but also don't feel loose.Overall, these headphones are a serious contender in their class. It is worth noting that these headphones are really best used with ANC activated, without ANC it seemed that audio quality was noticeably less enjoyable. Also, I would not rely on the ANC for louder environments, but they're perfect for some ambient noise when riding a bus/train, walking around the city, and comfortable indoor listening.The headset also has room for improvement with the low-end sound (bass) which is average and the ear cups could be a little larger. However, I'm really happy that iDeaUSA listened to feedback and gave the ear cups an ovular shape that better fits the ergonomics of ears. Very pleased with these headphones overall and the solid construction of these makes them perfect for portable listening.",5.0 out of 5 stars
231,"This is a very high quality headset. Crystal clear sound with excellent stereo separation. The ANC works quit well also. Battery life is more than 10 hours. All around, this is an excellent stereo headset. I highly recommend it. If you buy one, you will be pleasantly surprised.Ernie",5.0 out of 5 stars
232,"Fantastic headphones all around. The connection with remote devices are stable. I connected this headphone with my phone, tablet and mac book. I never see the disconnection. The build quality is very good and the carrying case included is a nice touch. Noise cancelling works fine and I am satisfied with the sound quality. This headphone is light weight and comfortable to wear for long periods of time.",5.0 out of 5 stars
233,"Was looking for an alternative to spending $300 on Bose, Beat, etc. These are awesome, made of very high quality material and the noise cancelling is on par with these other headphones for sure. The only downside I would say is listening to music. The sound/bass isn't as good as the more expensive, but if you're looking for a cheaper alternative, perfect.",4.0 out of 5 stars
234,"feel completely immersed in the sound experience through the efficient Noise cancelling and the distinct detail of the sounds listened to, throughout all genres of music or video.",5.0 out of 5 stars
235,Lightweight superb quality headphones. The active noise cancelling is a welcome asset and is surprisingly effective. They are a stylish headset and you don't feel embarrassingly uncomfortable wearing them in public. These over the ear phones are a pleasure to wear with no adverse side effects to wearing them for any length of time.,5.0 out of 5 stars
236,"These are very comfortable.  I wore them all day long for four days while my house was being renovated.  They did not bother my ears, or head, at all.  The head band feels like it sits a little further back than I would like.  I have a smaller than average head but they didn't feel too big on me, they look a bit big, but that's okay.  They don't block out all noise, but they reduce the noise.  I like the controls on the headset, but wish it had a pause button.",4.0 out of 5 stars
237,"These are a wonderful set of headphones. The sound quality is good and the noise cancelling feature works well.  They are a bit large for your head if you plan to jog or workout at the gym.  However, I have used them during a workout routine.  These are nice headphones.",5.0 out of 5 stars
238,"I bought these to use while cutting the lawn. I was pleasantly surprised how well they blocked out the lawnmower noise. Does not eliminate it, but cuts it enough to hear music or pod casts without having to turn up volume to high levels. The bluetooth does seem to cut out more that other headsets I have used. Not horrible, just miss a few words now and then.",4.0 out of 5 stars
239,"Sure they work like they say they do but when I'm walking around my house with them on I can still hear my 3 kids ""mom"" ""mom"" ""mom"". I thought even if I could still hear them, maybe they would think that I couldn't and just stop talking to me but they don't.",4.0 out of 5 stars
240,I use these when mowing the lawn. I get noise cancelling and can link it to my phone to listen to talk or music.  I LOVE BOSE products but I can't afford a $400 pair of headphones atm.  recommend for budget users,5.0 out of 5 stars
241,"Works great when you're flying back from the Philippines on a 30-hour flight with kids crying. Hold the charge pretty good, also. The noise cancelling feature works, but it could be improved. Much more affordable, though, than any Bose unit.",4.0 out of 5 stars
242,"These headphones are everything i hoped. The case is perfect for traveling, the bluetooth and noise cancelling is amazing. I did wish the jack cable was a little bit longer.",5.0 out of 5 stars
243,"These are very good, especially for the price. Connect well. Excellent sound. Responsive controls. Not too heavy. Comfortable for workouts. Not for running.",4.0 out of 5 stars
244,I really like these headsets the only reason I give him three out of five is because I only had them for about 2 weeks they feel sturdy they feel strong and great sound great everything but everytime I look down they start sliding off my head they didn't stay tight,3.0 out of 5 stars
245,"I was looking for a wireless headphones that were comfortable and came upon this one with great reviews. when I got the headsets I didn't expect it to be how heavy it was but that's actually a good thing, the weight didn't really make a difference once I put them on they were extremely comfortable, had all the necessary controls, and best of all ability to switch on/off the noise cancelling feature.",5.0 out of 5 stars
246,"This headphone is comparable to several expensive brand on the market. The sound quality is very good to the ears. Very good on rock music, love songs and pop music. The noise canceling is what I need and that is very good.. I highly recommend this product...",5.0 out of 5 stars
247,"Bluetooth died after a week on the first pair.  Got a replacement and it died after a month and a half.  Does not power on at all.  Wired connection still works, so now I have an expensive wired set of headphones.",1.0 out of 5 stars
248,These work fine with newer devices but older laptops get static to the point that they're unusable as a wireless set.,3.0 out of 5 stars
249,These are great headphones.  The sound quality is great and the general quality of the headphones is excellent.  In addition they have long battery life.  I would see no reason to buy more expensive headphones.,5.0 out of 5 stars
250,Audio and noise cancelling quality is amazing. Works well on the underground. Battery lasts a long time.,5.0 out of 5 stars
251,Just them connected to my phone and it sounds great!,5.0 out of 5 stars
252,"2:290:00This video is not intended for all audiences. What date were you born?JanuaryFebruaryMarchAprilMayJuneJulyAugustSeptemberOctoberNovemberDecember1234567891011121314151617181920212223242526272829303120182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921192019191918191719161915191419131912191119101909190819071906190519041903190219011900SubmitAdobe Flash Player is required to watch this video.Install Flash Player This is now my favorite headphones that I have. They are extremely well made and it has excellent audio quality. The audio is extremely well balanced and it even has some bass. The headphones do weigh a little more than the cheaper headphones, although; it is diffidently because quality. The design is modern. I love listening to music and watching movies with the headphones. They are extremely comfortable after many hours of use. I have worn them for max 4-5 hours and had no issues with discomfort. Overall, the quality of the headphones, audio, and design makes this an amazing headphone.",5.0 out of 5 stars
253,Fresh out of box great- annoying that even turning it OFF battery drains if not plugged in and charging. :(  Need to be able to retain battery work in office -overnite it drains,3.0 out of 5 stars
254,"I can't believe the good reviews, the volume on these is super low.  I can only hear the level of the voices singing, and the instruments and base is very very low.  It annoys me to listen even for a few minutes. They look like good quality and well made other than this fact, but it's the most important issue for me.  They will be going back.",2.0 out of 5 stars
255,unusually heavy...  not for active wear,3.0 out of 5 stars
256,Fantastic sound quality. I used these on flights to/from the UK and the battery had no problem lasting through the whole flight. The only (minor) criticism is they are on they heavy side.,5.0 out of 5 stars
257,"These headphones work great! Use them on all my flights. Nice case, great sound.",5.0 out of 5 stars
258,Very impressed. My husband bought this brand by accident for me. He thought he bought a different brand. I was pleasantly surprised at the quality and ease of use. It was an awesome present! Great value!,5.0 out of 5 stars
259,"These are fabulous wireless headphones.  Noise canceling really works, operation is straightforward and easy, they come with a nice hard carrying case.  I love them!  Very fair price for the quality.",5.0 out of 5 stars
260,"Perfect for studying, essentially turns any environment into a silent study. Definitely recommend for students!",5.0 out of 5 stars
261,"especially considering the cost, thee are great. Sound quality is excellent, only drawback is noise-cancelling not really perfect - especially for noise that isn't consistent.",4.0 out of 5 stars
262,"I have lived with catalepsy for a couple of years. It has drastically changed my quality of life. I found these active noise cancelling headphones a few weeks ago and knew that my life would be forever changed once I got them. Settings of sensory overstimulation are one of many of my triggers. Being able to ""turn off"" one my most affected senses has given me so much freedom and independence. I don't know the seller or creator of these particular headphones, but I want to thank you for aiding in the improvement of my quality of life. It has been a true blessing.",5.0 out of 5 stars
263,Very good quality sound and comfortable headphones. the only thing that's a little annoying is that it has a few bright led light so I can't wear them to bed when my partner sleeps next to me. I put some stickers over the lights to correct this problem.,5.0 out of 5 stars
264,"Work great, I have bought 3 pairs since December. Noise canceling works great, they fit right and sound great.",5.0 out of 5 stars
265,the best,5.0 out of 5 stars
266,"Everything I was looking for.  Good sound, great active noise cancellation, great battery life. Easy to pair even amongst several devices. They are a bit heavy though.",4.0 out of 5 stars
267,THE BEST EVER,5.0 out of 5 stars
268,Sounds great. Battery charge holds up for a long time.,5.0 out of 5 stars
269,They are great the audio is great. Love them.,5.0 out of 5 stars
270,"Within two months of purchasing, the multifunction button (which is basically the button you'd use for just about anything) stopped working.  So now I can't turn them on or off or pair.  Very disappointing.  They still work via a wired connection, but the microphone doesn't work when wired, so I cannot use it for meetings or calls.  Again, disappointing.  I emailed the support email that came with the packaging but haven't had a response in over a week.  The reason I'm giving it two stars instead of one is b/c the sound quality is actually pretty good.UPDATE: After leaving a 2 star review, iDeaUSA reached out to me almost immediately and sent a replacement pair at no cost to me.  Upgrading review to 4 stars based on their customer service.  Will upgrade to 5 if headphones are still working after a few months.",4.0 out of 5 stars
271,Best headphones I have owned excellent for listening to music and watching films etc on my iPad. fantastic battery life.,5.0 out of 5 stars
272,Great!,5.0 out of 5 stars
273,"Great sound,use while mowing 2 acres, noise cancelling is amazing!",5.0 out of 5 stars
274,Amazi g for the price.,5.0 out of 5 stars
275,Works fantastic!  Two thumbs up!!,5.0 out of 5 stars
276,Excellent product +++,5.0 out of 5 stars
277,"First, I bought a pair of Paww wavesound3 - had to return them because of the sound - it was totally not good. Then I bought v200.I was very happy with sound but switching on ANC is destroying it. As well ANC not working well - I could hear very well my robot cleaner working, cars passing my house... Unfortunately I think I will have to return these headphones - I could buy something without ANC much cheaper - around 40$.UPDATE:Took two stars out - after half a year headphones stoped charging. Two short life for 100$ product...Update:Customer support is very good. Answering same day. They sent new pair of headphones. My opinion this product is not better and not worse than any other in this price range - but at least have very good support.",4.0 out of 5 stars
278,"Not sure it is worth the 80 dollars. Mediocre sound quality at best. Mild noise cancellation and not particularly uncomfortable, nor particularly comfortable.I also bought-which IMO are much much better.1MORE Triple Driver In-Ear Headphones (Earphones/Earbuds) with Apple iOS and Android Compatible Microphone and Remote (Titanium)At least these work, and will be harder to misplace.",2.0 out of 5 stars
279,"The design of this headphones is really cool. Also, the sound is excellent whether the noise cancelling is active or not.  The noise cancellation works on mine for anything from car journeys to drowning out the TV when sat with my family but watching something else. These are the first set of bluetooth headphones I have tried. And, I am totally satisfied.",5.0 out of 5 stars
280,"I use it for a while before I make any comment. Believe me, this product built solidly and quality is very good :-) It has a long battery life and Active Noise Cancellation is outstanding. I’ll specially give 6-stars to After Sales Service if I can. They patiently provided thoughtful answers and suggestions to my minor questions and issues. I am happy with what I got and the way being treated. God Bless iDEALUSA and hope they doing well forever.",5.0 out of 5 stars
281,"FYI: TECH SUPPORT IS EMAIL ONLY.Upgraded from IDealUSA's V201 to this V200, so I could switch btwn laptop and phone use.But V200 will only announce pairing (already paired), and will not reconnect to laptop music, skype etc.Wondering if other owners of V200 have connection issues using 2 devices like phone and laptop?",3.0 out of 5 stars
282,The headphones are decent. But rather heavy and slightly uncomfortable. They also do not cancel 85% of sound. The sound quality is good but not loud enough for the lack of sound canceling technology. I tried to contact the seller but the customer service was horrible. Overall I'd recommend a different pair of headphones for sound canceling and comfort needs.,2.0 out of 5 stars
283,a little too bulky... but sound is excellent,3.0 out of 5 stars
284,Sound quality is superb and the noise cancelling makes them a delight to use on transport. When flying you need to plug them in as Bluetooth should be switched off. They are so comfortable to wear for long periods.,5.0 out of 5 stars
285,I have had this headphone for four and one half months and has worked fine until about two weeks ago. I am having trouble making a good connection with the charge cord. When the end is plugged into the earphones it will not charge and the red light will not light. It seems that the female part in the earphone is loose.,2.0 out of 5 stars
286,My son loves it. The quality is good. Thank you.,5.0 out of 5 stars
287,Work great,5.0 out of 5 stars
288,"the headphones are comfortable . as I am hard of hearing I am not a good judge for quality of sound, the Bluetooth is alright , for movies I use the tv headphone speaker jack and turn up the volume without blasting the sound thru out the house",4.0 out of 5 stars
289,Hard to judge sound quality as I only wore these for about 60 seconds.  I found them painfully uncomfortable and quickly returned them.  They squeezed my not-particularly-wide head and the ear cups were too small for my not-large ears.  Avoid!,1.0 out of 5 stars
290,"Way too heavy! I was only able to wear these for about an hour before having to remove them due to discomfort.  They're very tight on the ears as well as being heavy overall.  I had to return them, the search continues...",3.0 out of 5 stars
291,I have thoroughly enjoyed these noise canceling headphones. They made my flight experience even better. Thank you so much,5.0 out of 5 stars
292,It is easy and simple to use. The sound is great. Would recommend it to my friends.,4.0 out of 5 stars
293,Disappointed it would not sync after first and only use.,2.0 out of 5 stars
294,This product acomplish the features ofered by the vendor.,4.0 out of 5 stars
295,Outstanding sound quality!!,5.0 out of 5 stars
296,Nice sounding headphones!,5.0 out of 5 stars
297,Love these in the plane,5.0 out of 5 stars
298,"I have a set of Bohm headphones and these are better than the Bohm B76's.These are just more comfortable on my head.  The other full ear cup headphones are usually heavy and, as a glasses wearer, I find that they are uncomfortable.These ones are lighter and the ear cups are more adjustable.  You can swing the ear cup forward and have the band hold them in place.These paired easily to my PC, my phone (android) and my itouch.There was no cut out, within 15'.I was listening to the Moody Blues, Queen, Adele, Ed Sheeran, CCR, and then for the finale: Disturbed 'Sound of Silence'.The highs were clear and bright without any grating sharpness.  The deep base and background sounds were pronounced and clear.Lyrics were easily heard and in some songs, I heard background singers I never knew were there.All in all: these are wonderful headphones for the price.They come with a hardshell case, a charging cable (standard micro usb), and a plug in cable.Again: I like that these are more comfortable on my head than the Bohm's.If you need a pair of headphones for noise cancellation and listening to your favorite music, you'll love these.My husband stood behind me and couldn't hear any noise bleedthrough on them as I was listening at a medium volume (70db).Very happy with these.",5.0 out of 5 stars
299,Excellent quality at an affordable price.,4.0 out of 5 stars
300,GREAT PRODUCT GREAT SERVICE AAAA,5.0 out of 5 stars
301,"I'm a really enjoying these headphones. I really love the long battery life which is really one of the main reasons for my purchase. Second reason for my purchase  was that I own the w206 wifi speaker from ideaUsa and it is absolutely incredible. I really like that I have dedicated controls to change track so to change tracks I only have to short press once. I hate headphones that not only combine the buttons to change volume and tracks but also make changing the volume the main function but operating with a short press and changing tracks the secondary function being done with a long press, now for me I change tracks much more than I change volume up a down so It would seem to make most sense by having that as the short press function. I'm pretty sure we all skip trough songs back to back sometimes and it's so time comsuming when u have to hold a buttin for 3 secs to change one track. so I am so thankful this is no issue with these headphones which is a 3rd reason why I bought yet another bluetooth headphone. So all in all I can't think of any negatives I've experienced testing these puppies out.Update 6/04/17:Back for more just to say how much I'm loving my ideaplay products I have these headphones which I really enjoy using I bought these for work cuhz the long battery life my powerbeats Ike phones don't always last all day, but come to find out they idiotically only allow buds so I can't use these v200s at work..sucks. so anyway the Anc is w.e. but I don't have an experience to compare to anyway but I do use it sometimes and there's a noticeable difference it's like it turn the outside noise into white noise, or that's my take on it. But these phones are a must buy. But even more so is the incredible w206 ideaplay wifi speaker man I love this thing there are some pitfalls but still I'm blown away by this powerful lil thing. And if u use music streaming service you'll love this speaker it controls the music from say Pandora independently without your phone or w.e. I'm gonna get another one to get the full experience. OK so the pits are the battery seriously inferior and it's just a lil heavy with no handle so this is really more of a home speaker. So I would definitely recommend if you want your house bumping with a feature full musical experience. Not for travel though.",5.0 out of 5 stars
302,"This probable one of the most comfortable and best sounding headphones I have purchased.The sound is very crisp and immaculate, the noise cancellation function really cancel out 90%< of the surrounding noise even when played at a low volume.I wear these headphones 8+ hours during my work day and they fit over my big ears very comfortably without any long term fatigue.These headphones greatly surpass any competitor in its cost range. Definitely recommend these Headphones, especially if you work in a very noisy environment for extended hours.",5.0 out of 5 stars
303,"Love the voice guidance system! This headset automatically finds and pairs to previous pairings without issue upon powering up. Better sound quality and craftsmanship than headsets 3x the price! I'll admit though, that I don't notice a difference with the noise cancellation switch in either on or off position besides the LED lighting. The weight of the headset gets a little lofty after watching an hour show. Not sure if I could wear them more than a couple of hours at a time. Additionally, while doing a great job on enveloping you with airtight sound from the surrounding environment, the full earcups get annoyingly sweaty. I do enjoy the headset however in order to earn 5 stars it needed to be lighter and use earcup material that doesn't make you sweaty. Funny, but I don't remember the liquid filled earcups of my old Koss Pro4AAA ever making my ears sweat like these do?",4.0 out of 5 stars
304,"THe sound is fantastic, quality construction, easy accessible and logical buttons, comes with a great storage case as well as airplane plug adapter and wired audio cabe.  My problem with them is that the noise cancelling is weak.  It adds a bit of pink-noise and a small level of reverse audio (the noise cancelling) to block out unwanted surrounding sound.  I have another big-brand and they are much more active and effective in reverse phase cancellation of ambient sound.  If I was rating the noise cancellation alone, I'd give these headphones 2-3 stars.  But I am indeed pleased with everything but the noise cancellation, which does reduce vs cancel. Passive noise isolation is good. Active noise cancellation (that uses the internal batteries) is weak.",4.0 out of 5 stars
305,"I bought ideaUSA Active Noise Cancelling Bluetooth Headphones to replace an outdated set. The headphones sound great and are very comfortable to wear. The phones were easy to pair. The device has three buttons to switch between calls and music, volume, and track selection. The package includes the Bluetooth headphones, USB charging cable, 3.5mm Aux cable, Airline adapter, Carrying Case, and User Manual.The product arrived as scheduled. I appreciate that the seller, ideaUSA, contacted me with useful information prior to using the product. I recommend ideaUSA Active Noise Cancelling Bluetooth Headphones as a high-quality audio product.If you found this review to be helpful, please click the yes button below.",5.0 out of 5 stars
306,"Easy to sync, fit well, but not enough bass.",3.0 out of 5 stars
307,"This is my second product from this brand and I am extremely happy with them. My first item was a Bluetooth speaker and before buying it I was wondering if the quality was good and I was not disappointed. That's why when I saw the headphones from the same brand I purchased it with my eyes closed and when I opened the box to see the headphones, I was surprised from the moment that I saw the headphones inside a nice case with zip. all the cables and everything looking well organized and clean. The quality is just great, it looks premium that I am afraid to walk with them in the street. 😁The sound quality is very good and clean as well and I like how easy it is to pair with any Bluetooth device. I set it up with a Samsung Galaxy Note 4 and my Ipad pro and I was so happy playing with Google Voice in android and Siri in the ipad having the freedom to be some meters away from them.I spend hours sometimes practicing piano or editing audio and video and these headphones are very comfortable to wear for long periods of time.I love the product so much that if I could  I will give 10 stars instead of the 5 that amazon allows.I am buying another one for my wife and already my co-workers want to buy for them as well.",5.0 out of 5 stars
308,"I received this product at a discounted rate in exchange for my honest review.These headphones do a decent job for what they cost and what they do. The sound quality seems solid with decent bass and treble; I'm no audiophile, though.The noise cancelling works very well at blocking distant and low-frequency sounds like neighborhood noise or, while driving in the car, the road noise. It does not hold up so well against somebody speaking right next to me. Compared to $250+ ""big brand"" noise canceling headphones, there's no comparison, but the price is significantly lower.They are a tad heavy, but this is to be expected to support their noise canceling and battery.Docking a point because I expected better noise cancelling over all.",4.0 out of 5 stars
309,"The noise canceling option is amazing. There is definitely a difference! The sound has great quality also. It connected easily to my phone without a hassle. I also love when I turn it on, it says ""powering on"".They are a little on the heavy side and run big, but stay on fine when I'm running, however, if I lay down to exercise, they call off.Other than that, I highly recommend them. They come with a nice protective case also!",5.0 out of 5 stars
310,"Thoroughly impressed with these headphones.They have a sturdy heavy weight to them and fit my big head nicely and securely.  The material feels like faux, very soft pleather.  Easy setup.  Comes w a nice carrying case.  They are pretty bulky so if you want a lower profile not so much these.I love using them to listen to relaxing music before I go to bed.They also seem balanced. Not too tinny or base.I tested some Beats. Do yourself a favor and avoid those unless all you want them for is shakin' it. (Eg: they're unbalanced, too much base, not clear)",4.0 out of 5 stars
311,Great headphones!! First of all the sound is amazing!!! The fact that they are Bluetooth and can also be used with an aux cord when the battery is drained is an added plus. The noise cancelling is superb. I meditate daily and always use headphones. I'm always on the hunt for good clear sound and active noise cancelling. These do the job. I was stuck on the hesh2's. I've finally found a little heavier duty and ones I think will last. They are quite comfy and not plastic. They are well made. You can't go wrong with these.,5.0 out of 5 stars
312,"These headphones scream quality from the workmanship and material. The band is made of solid metal. The sound is not bad for a noise canceling earphone. For those that are concerned about electronics on your head, you can just use the cord and leave the headphones off. They feel a bit tight but are still quite comfy for non-full ear covering headphones. The noise canceling is not the best in its class (think bose) but still do pretty well to block out certain noises. Overall, I am quite happy with my purchase.",5.0 out of 5 stars
313,"We initially purchased the v201 headphones, and when we contacted IdeaUSA regarding our dissatisfaction with the noise cancelling they offered to send us a pair of V200 in exchange. The noise cancelling on these, while not perfect, is definitely better. Sound quality is decent, the only thing that is annying is we find if we hit the button to pause music, if we hit it again to unpause and hold it a fraction too long it tries to initiate a FaceTime call.",4.0 out of 5 stars
314,"Very good sound quality.  As is generally the case with these types of headphones the active noise cancelling feature does not cancel all noise..  The only ones I have tried that actually did were the $400 Bose noise cancelling headphones.  But.. I am not going to pay that much.  These cancel some noise and given that these are much cheaper than Bose, i think they were a good deal.  Build quality is very good. They feel sturdy and of high quality.",4.0 out of 5 stars
315,"Great stylish headphones for the price. Sound good and clear, look fantastic and i get compliments on them. Although, being on ear, they can only be one for so long before it gets a bit uncomfortable and you need to change the position on your ear but i'd definitely buy these again. I still watch movies, game, and listen to music with them. All in all great headphones for the price!",5.0 out of 5 stars
316,"ProsThey have excellent sound quality, the headphones have a good feel made with metal and some good material that feels great.They are not unconformable with long periods of use, but i will say they are on the heavy sideall the things it comes with are very well made and does not feel cheap, feels like a $300 but way cheaper in pricehas Bluetooth, with i would say 12 hours wich is enoughand if the Bluetooth functionality cease to work you can plug in a 3mm aux cord becouse it canConsthey are heavythey are too bigthe noise cancellation does cancel some noises but not all noises, but its not a huge dealyes im giving it five stars and it has some bad things but what i buy headphones is for the music quality it will bring and it has deliverd, beyond my expectation",5.0 out of 5 stars
317,The overall quality is extremely high. The case is nice and the headphones feel like they are built really well. The downside is the sound quality is mediocre and could be better. Also they would be more comfortable if they were built as over the ear instead of on the ear style.,4.0 out of 5 stars
318,The head phones a bit on the heavy side but fit good the sound quality is excellent with the noise canceling on but every once in a while I will get a bunch of static and the only way I can get it to go away is to turn off the noise cancellation. Other than that the battles last a long time it charges fast it sounds great,4.0 out of 5 stars
319,"Fit really well, and feel nice on my ears. Very flexible and moveable. Has a great look. Sound quality is really nice. Controls are easy to use and work well. Has really good range for blue tooth. Only issue I have had is a high pitched noise that happens when I turn on noise cancellation. I can't use that feature because the sound happens every time and is painfull to hear. As long as I don't engage the noise cancellation feature this isn't a problem and I can listen to music for long periods of time.",3.0 out of 5 stars
320,"Great headphones so far! I used these on a trip from LA to Okinawa and had these on for about 16 hours straight. I was listening to music and used the cord to plug into the plane video screen. The sound was great, the noise canceling is great, I'm close to dependent on these now. For the price you can't go wrong!",5.0 out of 5 stars
321,Love these headphones! Great sound and quality construction. I can listen to these things comfortably with a nice feel. When idiots at work start talking about nonsense I can put these on and block the idiots out completely!!!,5.0 out of 5 stars
322,Sounds amazing and feels great. It has some weight on it so that makes it great for me. Easy to connect on my phone (iphone 7) and computer (windows and Mac). I purchased two and I am looking into getting a third as a gift.,5.0 out of 5 stars
323,"love the clear sound quality on these, the help reduce outside noises so you can hear so much better, doesn't matter if your on the phone or listening to music the sound is clear",5.0 out of 5 stars
324,"I have been using no stop since I recieved them. I think they sound great and like them over countless ear buds. Could be a little tighter fit on head, but minor issue.",5.0 out of 5 stars
325,"I think in overall they're good headphones. The upper side needs more padding. In my opinion they're a little heavy but still comfortable for a long use. They're a little loose so they're not for any activity rather than walking. The sound is good, it may have some issues with highs but for the price the sound is really good. I find the material good, the padding in the earcups looks and feels good.",4.0 out of 5 stars
326,"This is awesome headset, work with my laptop too for making calls.",5.0 out of 5 stars
327,These are the best!!!! I would def compare them to a Bose quality! Very comfy and great sound. Love,5.0 out of 5 stars
328,"Great, high quality headphones. The packaging is very nice - comes with a case. I really like the sound.",4.0 out of 5 stars
329,Headphones were a bit bulky but I did enjoy using them when going to work cause they did have very nice bass. I didn't like that it needed to be charged to work with the aux cable.,4.0 out of 5 stars
330,I live the headphones. They worked great on my flights. The only issue is that they are heavy to wear for 8 hr,4.0 out of 5 stars
331,Sound great for the money!,5.0 out of 5 stars
332,Perfect for iPads and iPhones,5.0 out of 5 stars
333,Great head phones good quality.  My son loved them.,5.0 out of 5 stars
334,very if a bit heavy,4.0 out of 5 stars
335,Great love them,4.0 out of 5 stars
336,"I've been trying to contact customer support for over a month. No email replies, no facebook interaction... I have an issue with the volume on the headphones when I use them with bluetooth from my iPhone. Not worth the investment if they do not care about customers.",1.0 out of 5 stars
337,"The sound - wonderful crisp highs and tight mids and bass.The noise cancelling - throw away your Bose.... these are way better at noise cancelling.The build... Solid, built to last but feel light and comfortable when worn.I travel for work a lot and these are exactly what I needed.",5.0 out of 5 stars
338,"Great pair of headphones. The noise cancelling is top notch. Not disappointed in the least with my purchase. As far as sound goes, the quality is on par with my previous pair of wired AKG N60 Mac's. Would highly recommend these pair to anyone looking for a compact set of wireless noise cancelling headphones.",5.0 out of 5 stars
339,this is the best on ear headphones i have ever used.best bose on ear headphones doesnt beat bose over the ear headphones with noise cancellationi had the bose on ear unfortunately bose doesn't sell a on ear model with noise cancellation yet that uses bluetooth.akg better sound plus has noise cancellation then bose's current on ear modelbose doesnt offer noise cancel,5.0 out of 5 stars
340,Very compact. Battery lasts long time easy to pair. Very nice item,4.0 out of 5 stars
341,Got these as a gift for my sister and she loves these headphones.,5.0 out of 5 stars
342,Very good sound quality and design.No regret.,5.0 out of 5 stars
343,very good,5.0 out of 5 stars
344,It has current sound when I start the music,2.0 out of 5 stars
345,"Exceeded my expectations. Brought this to try out with the intention it was gonna be some low watt headphones with no bass and just highs. Was I wrong. It punches. Has good highs that don't fall off, the mids delivers. This the best NC headphones out. The only gripe is the battery life when you first get it. After a few days it gets better. It's worth to try out. I also used viper4android to fine tune it perfectly. Good job AKG",5.0 out of 5 stars
346,"Bought it on the Black Friday with very good price. I would like to say the sound is quite good.I had one over ear Sony MDR-10RNC, the NC is good but sound is quite boring, that's the reason why I chose an On-Ear.As for AKG N60NCBT, the quality is quite good. The head set bag is small but just match with the headset. Very convinent for traveling.NC is always on when the BT is connected. It works well in the noise enviornment, but I should say not as good as Over ear NC.It is perfect for female sound. But not so deep bass, so not so good at electronic music.In all, it is a perfect head set I had owned.",5.0 out of 5 stars
347,"Connects beautifully, syncs sound flawlessly, sounds good, folds and travels really well.Two big issues: 1) the power switch is right next to and is the exact same shape and feel as the ""next/previous"" switch; this is frequent disaster. 2) does hurt the ears after wearing for long periods, because of the squish/clamp nature of them. Feels fine enough at first, however that pressure is certainly felt later.",5.0 out of 5 stars
348,"They're great. Sound good, Bluetooth connects flawlessly. I like the low profile design.Sound cancelation not as good as my old Boss QC15s, but good enough.Wish there was an auto power off feature. Also, as a bald guy, I wish the top band had more padding. On long flights I get a sore indent on the top of my melon.",4.0 out of 5 stars
349,"I listen primarily to music with a strong vocal component: early and traditional music, contemporary folk, modern vocal compositions etc. For such music, these headphones perform exceptionally well. I can't speak to bass reproduction, as the music I listen to is generally strongest in the higher registers, except to say that it seems more than adequate. I ran some bench-marking tests, which the headphones passed with flying colors. Soundstaging seems pretty effective to my ears; however, I can claim no great sophistication as an audiophile.As I use these for traveling, the fact that they fold down compactly and are relatively light is a big plus. Bluetooth pairing is extremely straightforward and unusually well executed compared to many devices I have used. Use with the supplied cable is easy and the sound quality equally excellent (or possibly slightly better). I have not experience any discomfort from the ear pads, with up to a couple of hours of continuous listening. The noise canceling is terrific, and a delight as I do much of my listening on long rides on the bus (I'm a long-distance commuter).I can't speak to long-term durability, but these seem very well built, and the included soft pouch is very handy. All in all, I'm delighted. The only negatives are the placing of the volume and pairing switches on the right-hand speaker, which can get confusing, and the fact that they are a little loose on my head.",5.0 out of 5 stars
