,Ratings,Reviews
456,4.0 out of 5 stars,"The sound quality is great and I love the touch panel that can turn up/down the volume and change sounds. However, I wore this for 2 hours and my neck began to sour because how heavy it is. Have to return it because it is not a headphone I can wear all day.
Overall it is a nice headphone if you don't mind the weight of it."
457,5.0 out of 5 stars,"I have the Bose QC15s and other headphones. These sound *amazing*. The noise cancelling is better than the Bose and the sound richer. As a long-time Bose user, I almost hate to say it but get these over the Bose QC15s. The Bose are a tiny bit more comfortable to me, but these are great."
458,4.0 out of 5 stars,Really excellent product. Could have a higher maximum volume. Not that I use it that high but it’s a nice feeling knowing that I’m not more than half way to the limit. I know Sony just wants to save want heating.
459,3.0 out of 5 stars,"These are great as long as you're listening to an audio source. But if you'd like to use them simply to block ambient noise, don't buy these as they automatically shut off after five minutes without a wired input or Bluetooth pairing."
460,4.0 out of 5 stars,"Do a very good job cutting noise in workplace or on bus.
Sound quality is decent, not amazing. Fit is a bit loose and the adjustment in the band a bit too light so it needs to be reset every time I put them on. Provided case is nice and battery life quite good."
462,4.0 out of 5 stars,"These headphones sound great, however in Bluetooth mode you can still tell sometimes that you are listening to Bluetooth headphones. There is still the typical Bluetooth sound signature. Don't get me wrong though, they sound excellent for Bluetooth headphones. Vocal bass is a bit weak, but instrumental bass is great. Mid-tones are good and have enough detail. Treble frequencies are very good. I find that to get the best sound, I have to put my iPhone equalizer on the treble boost setting, and as well, I have to put the Sony Connect app on it's treble boost setting also. Otherwise without these settings, the headphones sound muffled.

I find that I can have long listening sessions with these headphones without any temporary hearing loss or ear fatigue. I can not say this for all headphone I have used, so this is a positive.

The Sony mobile app has several features including a manual equalizer that works pretty well. The app has a surround feature to change the position of vocals. I don't know why anyone would want to use this feature, since it distorts already good sounding audio. The ambient sound auto-adjust feature can be turned on and off in the app. It is disabled by default.

The product is nicely manufactured and the headband does have enough pleather coated padding. I have not felt any discomfort wearing the headphones. I did not find the touchpad difficult to use; it works great. Noise cancelation is unusually good and I think this is the headphones strength. I feel that I made a good purchase. These do not sound as good as the Bowers and Wilkins P7wireless, but the ability to have very good active noise cancelation makes them a good buy. My only complaint about the headphones is that there is audible hissing during noise cancelation mode. Hopefully this will be corrected in the next model."
463,3.0 out of 5 stars,"Noise canceling works good but fit very loosely on head, you cannot move abruptly when wearing or they fall off, wish they fit tighter,also sound quality is not so great for a large headset like these, wish they were louder,don’t recommend."
464,5.0 out of 5 stars,"Awesome headphones.....so far none of this cracking business that I keep hearing about.
Battery life really is long lasting and the NC is perfect for flights and noisy offices. It does not block out sound 100% but it is definitely good enough and if you play music then you will not hear anything else guaranteed. I have had this now for a few months and I do not regret buying it at all."
465,1.0 out of 5 stars,"The headphones are amazing. ANC is the best when compared to other headphones in the range and they look extremely stylish. I used them regularly on commutes and I was pretty satisfied with them.

The mic in the headphones are so terrible that I thought I got a defective piece and exchanged it for another one and found out that the new product also had the same problem. The person on the other end of the call cant even hear my voice over the noise in a bus/train. The same problem persisted on a not so noisy office environment. Sony should seriously consider working on fixing this issue."
466,4.0 out of 5 stars,Worked fine but the touch controls were very sensitive. Had to return.
467,1.0 out of 5 stars,"Stopped working after just a single day! The headphones would no longer turn on, and it turns out that this is an incredibly common problem that Sony doesn't like to admit to or properly deal with. In addition, I also came across countless reviews that mentioned that the old problem of the hinges and band breaking after just a few months of normal use has not been fixed. Sony has never been very good about dealing with defective products. They are very difficult to get ahold of to begin with, and they try to deny your warranty claim any chance they get. If you do manage to get the claim approved, then it takes months and months to do so.

Beyond the many problems with the headphones, the sound leaves a lot to be desired. They have good highs and half decent lows, but the mids are absolutely non-existent. My cheap $15 headphones sound better even with their tin-like highs. I will say that on the plus side they are very comfortable, and even without the noise cancellation they do a great job of blocking out outside sounds. I would much rather either go a slight step up with something like the Sennheiser HD-1 or something cheaper like the under $100 Plantronics or some other brand."
468,5.0 out of 5 stars,"These are the best headphones I've ever owned. They sound fantastic, they feel premium, they ARE premium. It's a lot of money to drop on headphones, but if you want the best, here it is."
469,5.0 out of 5 stars,"With 30+ hrs battery on bluetooth and 40+ hrs on wire, these super comfy headphones deliver the best sound quality, with market leading noise cancellation technology by Sony. I used them in the streets of Cairo (one of the loudest cities on the globe), and it just kept all the noise out! It was magical to me as I've never experienced such thing as long with that much of comfort these headphones deliver.
I strongly recommend these headphones; They might be a bit expensive, but they are totally worth the money."
470,3.0 out of 5 stars,"Okay, I've only had these for a few days so these are my initial impressions. (I keep updating this review as I continue to use the headphones)

I've also bought the Sennheiser PXC 550 Wireless. The Sony ANC is *much* better than the PXC.

I found the PXC earmuffs got my ears very hot even in a room less than 70º F. I can't possibly imagine using them in the summer. The room I'm is 69º F. The headphones, and my ears, are 90º F. My ears are red.

ANC: I turned on a battery driven vacuum cleaner which is *extremely* loud. I normally wear commercial grade hearing protection when working with loud equipment. I tried on the Sony ANC and the noise dropped massively. The commercial grade hearing protection let in a lot more noise. But make no mistake, no ANC is going to magically remove all noise.

Switching between the Mac and iPhone is a massive pain. I don't think Sony could have made switching more difficult. Probably easier to have two sets of headphones because if you're using the headphones on the Mac and the iPhone rings, you will never, ever be able to switch before the calling party hangs up.

I find the Sony headset controls to be confusing. The PXC were easier to use.

Connecting to Siri on my iPhone X is completely hit-or-miss. The directions are all over the place. Double tap for 0.4 seconds (seriously?) and other directions state to press and hold. I would like to make a phone call from the Sony without having to get the iPhone out but I haven't found the magical press or tap or double tap to invoke Siri and say ""Hey Siri, call Pizza"". Update: Reading a different portion of the manual, I found that tapping the headphone will activate Siri.

I found this portion of the manual confusing:

""Make a request to Siri through the headset’s microphone.
When the iPhone is in standby or playing music, hold your finger to the touch sensor control panel to activate Siri.
Siri is activated and you will hear the start-up sound.""

....then several lines down....

""Siri cannot be activated when you say “Hey Siri” through the headset’s microphone even when the iPhone’s [Allow “Hey Siri”] setting is on.""

Can someone explain the apparent contradiction in instructions above or am I really dense?

Contrary to what the negative comments regarding the microphone, I found the Sony microphone to be clear (at least according to the person I was speaking to).

I'm not an audiophile but I found the sound quality to be very, very good in Bluetooth mode.

The Sony app annoys me. Why does Sony need to know my exact location at all times (even when running in the background) to work properly. How does it matter if I'm 5th or 6th avenue? The 'Privacy' EULA is over the top.

I have had the headphones on for about 30 minutes and my ears are very, very warm. There's not a chance I could use the Sony over the ears headphones in a warm (let alone hot) environment. These would be great for keeping your ears warm in the winter.

While I'm not thrilled with Bose, I'm going to a store to compare the Sony against the QC35 II for ANC and far more importantly, ear comfort.
If the headphones are very uncomfortable (hot and sweaty), I'm not going to use the headphone regardless of how great they sound.

Ugghh. My ears are burning up in the time I've written this review -- I've got to take them off.

If you're the type of person who tends to have cold ears, then these may be perfect you (if you can figure out the controls).

I'm probably going to keep these for a niche use: I spend a lot of time in waiting rooms where the TV is blaring putting a hole through my head. Yes, I could use high-quality noise ear plugs to virtually eliminate the noise but I want to listen to something. So for the 30-90 minutes I have to wait, I can tune out the mindless screeching from the TV and calmly listen to music from my phone."
471,5.0 out of 5 stars,"Great features
Supports multiple modes including ambient noise enablement when required
Excellent sound quality

Cons
LDAC only supported in Android Oreo so most Android phones will have to wait
Does not pair with TaoTronics BT transmitter so I'm unable to connect to my TV."
473,4.0 out of 5 stars,"I really like the comfort of these headphones, but if you use them to talk on the phone, the noise can be very loud for the person you’re talking to."
474,1.0 out of 5 stars,"Liking the sound.

Update : Sound is awesome but had to return them because they were loose from side. Disappointed because I actually loved the headphones"
475,5.0 out of 5 stars,"Upgraded from a Bohm 66 to this headset. No regrets here. The sound quality build and noise cancellation are vastly superior to the Bohm 66, but its not a fair comparison is it?

Found this to be as good if not better than the QC35. At less than 300 USD on black Friday, these just beat the QC 35 hands down as my choice of a premium noise cancelling wireless headset for long trans pacific flights."
476,3.0 out of 5 stars,"Great sound and functionality, but they don’t like to always connect which is a pain to deal with."
477,5.0 out of 5 stars,"The noise-canceling is amazing. It can shut his voice off without me telling him to shut up. Or if u want to use the headphone just for noise canceling, it’s still good. Just mute the music and enjoy the world of silence.
By the way, just to not mislead anyone, it doesn’t completely silence the voice, if you hear some noise leaking in, it’s normal. Nothing is wrong with that."
478,1.0 out of 5 stars,Defective and unreliable. Even the audio jack does not work properly!
479,3.0 out of 5 stars,"The confort and weight they offer is amazing. The sound is very good, but, coming from the MDR 950BT, the volume and bass didn't feel as loud as I'd like to. That could've been a deal breaker for some people."
480,2.0 out of 5 stars,"I own a pair of bose QC35's and got these for my wife. As they are at the same price point, I expected this to be the same or better. It's not:
1) They are not nearly as comfortable. They fit quite tightly whereas the bose fits like a pillow. My wife has to take her earrings off every time she uses these, while she can keep them on with the Bose QC35. I can wear the Bose for 4-5 hours straight - have to take the sony's off after a while.
2) Pairing multiple devices is a breeze with the bose, it's a pain in the rear with the Sony.
3) Sound quality is not on par. Sound is flatter than the Bose. Yes there is an app and an EQ for your phone, but see #4.
4) For $50 I'd like to toy with headphones. At almost $400, I want the damn things to be studio quality. I don't want an app with 5 different customisation settings. It's almost as if all the ""features"" are there to make up for lack of sound fullness.

Yes there are more features than the Bose, but this headset fails as premium headphones and that's its primary purpose.
The good:
1) Noise Cancellation is great.
2) Gesture control is nice.
3) They can play significantly louder than the Bose."
481,2.0 out of 5 stars,hard to get the headphones to work. much more difficult to use than the bose models
482,5.0 out of 5 stars,"Extremely Comfortable, after upgrading from a pair of High-end SkullCandy Headphones, I am blown away.
If you are looking for the best features and amazing Noise Cancelling, the Sony 1000xm2's are the way to go!"
484,5.0 out of 5 stars,"Hi,
I am founder indexoid.com. The headphones are all right for me, I would recommend making a case made of carbon fiber, it would be better."
485,5.0 out of 5 stars,Absolutely love these !!!! They sound amazing! They Shipped very fast they smell very fresh when I opened them. Had a tiny bit of charge to test the sounds. Downloaded the Sony connect app. Extremely satisfied with this purchase. I upgraded to these from the bose QC 25. Not as comfortable as the QC25 or 35 but has more features. They came with everything that they should come with. Looks very nice wearing them. Over all love them.
486,4.0 out of 5 stars,"Well the item itself is good. Noise-canceling tech is really something amazing.Once connected to my walkmanA35,the LDAC is awesome ,making the quality of the music fantastic.And its comfortable to wear on my head. However, the touch control is not so sensitive. Anyway,it's okay for me to enjoy listening to music with this product."
487,5.0 out of 5 stars,Love them. Noice cancellation is amazing without that weird pressure feeling from Bose. Sound is great even though I still like my old Harman/Kardon BT more :)
488,5.0 out of 5 stars,Great noise cancelling. I wore them at the Vikings game and was able to listen to the radio broadcast. They probably saved my hearing as the crowd noise at the stadium was really loud. I've also worn them on airplanes and they work VERY well.
489,5.0 out of 5 stars,It's good
490,5.0 out of 5 stars,Best noise cancelling cans today. Unboxing experience was great. Can't ask for more accessories. Delivers great sound and noise cancellation as promised.
491,2.0 out of 5 stars,"So this was my third attempt at finding a pair of wireless over-ear headphones. My previous two were a cheaper set of Sonys and the Bowers & Wilkins PX. For various reasons, those did not work out, which led me to these. This will be the quickest I've ever returned a set of headphones. I had 4 main issues with these:

1. They did not fit on my head. Even on the tightest setting, they were too loose on my head. If I look up, they'd slide off backwards. If I look down, they'd slide off forwards. If I look left and right they slowly slide down my ears. Funny enough, I always thought I had a slightly larger than average head size, but apparently my head is not big enough to keep these headphones on them, even on the snuggest setting. This was massively disappointing as I did not see any other reviewers mention this.

2. The ear cup size is actually too small for my ears. These headphones are making me paranoid: am I a small headed, big eared freak? Seriously, the opening in each ear cup is too small to fit my ears, regardless of how much I shift them around. This made them ultimately feel like they're somewhere between on ear headphones and over ear headphones. Maybe they should brand them as Mostly Over Ear? It's uncomfortable not having your ears fit inside the cups.

3. Sound leakage. Good god these are awful in this category. It's embarrassing trying to ride the train and knowing that everyone around you can hear exactly what you're listening to. If you like to listen to music loudly, you may as well carry a boom box around because your neighbors within about 12 feet will hear everything you're listening to.

4. Swipe controls. This is the smallest complaint, and the only one that wouldn't be a deal breaker for me if it were the only issue I had with these. They're way too sensitive and I couldn't find a way to turn them off. The slightest adjustment I was trying to make to the ear cups, which happened often since they wouldn't stay on my head, would accidentally trigger the volume lowering or the song skipping or something. I'm sure with enough time I would perfect the art of tip-toe-ing around accidentally triggering the controls when adjusting the fit, but I will not own them long enough for that to happen.

So I guess I'll mention what these headphones do good: sound quality and noise cancellation. They are great at both of these things. So I guess if you're a big headed, small eared person who doesn't care that your neighbors can hear everything you're listening to, or maybe you just listen at home when no one else is around, or maybe you're just inconsiderate and don't care that everyone can hear your music, then feel free to buy these headphones. As for me, the quest to find a solid pair of wireless headphones continues."
492,4.0 out of 5 stars,Really helps me commuting to work. They truly are noise cancelling. My only grievance is the sound - wish it was better.
493,4.0 out of 5 stars,"Sound quality is good, but it's not comfortable to wear long period of time at least for me."
495,5.0 out of 5 stars,"This is the best noise cancelling wireless head set available right now !! My thoughts after using it for a month.
Pros:
- It really has close to 30 hours battery life
- Very good noise isolation and cancellation. Even better than Bose QC35 II.
- Customization's for ambient noise
- Touch screen controls will need some getting to know, but when you do you will love it
- Useful companion app on Mobile device
- Wired sounds even better. Comes with a very nice and sturdy 3.5 mm to 3.5 mm aux
- Two tone color
Cons:
- These cans do tend to get hot and are not quite as comfortable as Bose for longer duration's
- MDR 1000X (it's predecessor) headbands used to crack a lot
- The case could be made better to stow the aux and usb cables

Got it during the sale for $50 off !!"
496,2.0 out of 5 stars,"Will update this review when I receive the replacement. I have had this product in my wish list for weeks, and have been visiting Target to try them on and test them - just to make sure I was making the right buying decision. You know, $299+ is a lot of money! So anyway, I bit the bullet yesterday and purchased them with same-day shipping. After I charged them up, I turned them on...paired my bluetooth...put them on...and what do you know, the left ear doesn't work at all. :(
Thankfully Amazon is sending a replacement today, so fingers crossed the new set works as expected."
497,5.0 out of 5 stars,"Since other people write pro audio tech reviews, let me write something else.

the gold color is not like shining color so its easy to match any of your clothing, and its not too casual, giving even formal feeling from the smooth surface. Also its imortant to note that Im male who doesn’t look girly at all by wearing this.

In addition, its 12 degree here today, definitely good investment to walk in the NYC safely by enabling ambient mode on. I enabled voice focus mode on, and I was able to chat with my partner without taking out this headset under this cold weather.

Perfect modern urban gear."
498,5.0 out of 5 stars,"As an audio engineer of many decades who has mixed music and film, I am absolutely bowled over by these headphones. They absolutely destroy my old SONY Bt-60's for audio quality. And the noise cancellation function is astonishing. Now, I will confess I have never owned a set of noise-cancelling headphones before, but as I work in a wood shop for hours each day, these things are a godsend and well worth the top dollar to me personally. The noise of my table saw which I have suffered with for years is radically diminished. And low level ambient sounds such as fans, traffic, driving in your automobile, even your shopping cart, completely disappear!

The touch-sensitive controls -- no more buttons or dials -- to adjust the phones appear very functional and superb. Now, as yet this review is not very long because I have just tested this set, but I will add to this review later as I can elaborate with more detail and experience. For the moment, it must be obvious I am in a state of euphoria."
499,5.0 out of 5 stars,"I was like most people, struggling to decide to pick this or the qc35 ii. I tried both at Bestbuy and decided to go with this. The sound is much better. The media playback functions are much easier to use. Just swipe or tap on the right earcup. Mich more natural than the multi function button in Bose. This is also very comfortable enough for my 2 hour gym session. Not to mention I bought this when it was on sale. So $50 cheaper than Bose."
500,5.0 out of 5 stars,"Upgraded to noise cancelling from a pair of AKG Y50BT which came with my Samsung S8+.

Extremely impressive cans. The app is also very well done. I often work from a well known coffee chain for a few hours at a time, and it's amazing how much of the ambient noise these reduce. I really like the color, although it's not gold but more of a light bronze. Unlike some reviewers, I have no discomfort wearing for 8 hours a day, they fit nicely over my ears -- I have no hair, and don't extend the band, so maybe that's why they fit well.

One tip is that unless you use the app, you may be disappointed by the default EQ settings. I listen to mostly chillout, minimal, progressive, and other electronic instrumental music, and out of the box the bass was weaker than expected. BUT the app lets you create custom EQ settings, which allowed me to perfectly EQ for what I prefer. I'm really picky and the app satisfied my needs.

If you have the cash, I strongly recommend these!"
501,5.0 out of 5 stars,"In all honesty, this review may not give justice to how good these headphones sound. The ANC on these is so good that I can't even hear my friend talking next to me in the car while I write this review. The sounds from cars are almost completely diminished, and classroom chatter is significantly reduced. When you start playing music, you can hear only louder noises, like car horns, generators, and PA announcements. Even these sounds are dull and reduced a lot.The sound quality in these is stellar. There is no focus on either bass or treble; they are generally more balanced. You can control this in the app that you should definitely download and then get tinkering with the equalizer. The headphones are great for the flier since they can help reduce or increase the pressure, controlled through the app. The battery life is so good. I haven't even used the entire thing in an entire week, but I guess that depends on how much you use this. The only con with these is that they are pretty expensive and that if you lose them or get them stolen, that's a big loss of an investment.I could go on about the items great features, but the only way you can definitely know about it is if you buy it, which you should."
502,5.0 out of 5 stars,"Wanted an upgrade from my previous ANC headphones, Beats Studio 2.0. Headphones considered: Bowers and Wilkins PX and Sennheiser PXC 550. No...I didn't even consider the Bose QC 35 2. Demoed it in the store and thought the bass was way too heavy and too similar sounding to the Beats Studio 2.0. I loved my Beats and they served their purpose well but technology changes rapidly and I wanted something with BT capabilities.

Sound is phenomenal! Crisp highs and mids without boomy, over exaggerated bass. I like my share of bass but not to a point where it takes over. I truly enjoy listening to my music in the 1000XM2! Sound is different when wireless, using a cable and with ANC on. Although different, the sound is still great in any mode. Personally, I prefer wireless with ANC on. I haven't found a need to mess with any of the setting in the app much but will explore those settings as well.

ANC is MUCH better than my previous travel and work headphones. Outside sound is muted and I feel like I'm in my own world. With my previous headphones I could still hear outside noises just not clearly. Music sounds great with ANC on or off but I do find it to be a bit different.

Comfort is EXCELLENT! Very lightweight, soft ear pads and not tight on my head/ears. I have not noticed any heat issues but have only worn them for 2 hours at a time so far. The absolute most comfortable of any of the headphones that I was able to try on or any that I currently own (V-Moda LP2 with XL ear pads, Beats Studio 2.0, JBL Synchros S700, and Logitech UE 6000)

Features are far beyond what I as using. Very easy to lear and use. The touch controls are a game changer in the headphone market! The form factor when folded and in the case is small and compact.

Overall, I'm very pleased with this purchase. I ordered and demoed the Bowers and Wilkins PX also but they are going back. GREAT sound but the Sony WH1000XM2 is far more comfortable and I prefer the touch controls.

Update 2/19:
I finally started messing around with the Sony Headphones Connect App. This puts this product even further ahead of all others that I tried and considered. The ability fine tune Ambient Sound and ANC truly is a game changer!!! The Equalizer is another option that is included and is very helpful. Adaptive Sound Control works well but I prefer to set my own ambient and ANC settings. YES...I LOVE these headphones!"
503,5.0 out of 5 stars,"The headphones are every bit as advertised. They sound great, the base noise cancellation is incredible, the bluetooth connectivity and sound processing work over a very long range, and they are exceptionally comfortable. The one drawback from these headphones is not the device itself but rather the optional software you can download for them to your mobile device. The base noise cancellation works incredibly well. When you get into the software fine tuning it lessens the noise cancellation effect to a noticeable degree. If I could change one thing about the software I would lessen the fine tuning of the noise cancellation and add other functionality such as a pedometer. Wait, I almost forgot to mention the touch controls on the unit. They all work exceptionally well axcept the pause/play function. If you don't hit the spot exactly you might end up skipping a song. Volume and next/previous song work fine since it is a swiping action."
504,5.0 out of 5 stars,"Frequent Traveler who bought these primarily for flights.

Have Beats wired Studio noise canceling head phones, bought the Bose Q35 and compared to the Sony WH1000XM2. Also have Bose Wireless Sport headphones, Seinser wired ear buds, Bose wired sport buds, AKG buds I got with my S8 and I-Phone buds I got with my IPhone 6.

Sound Quality is subjective and very personal, my preference is the Sony's over all the headphones I currently have, non noise canceling and noise canceling.

Direct comparison to the Beats, Bose, the sound quality is preferred on the Sony as mentioned above, noise canceling very, very slight edge to the Sony, Bose and Sony are both well ahead of the Beats I own (4 year old model). Features, hands down the Sony absolutely blows away anything I've seen on the market. The App allows you to customize the noise canceling in useful, meaningful ways, has a customizable equalizer that allows you to personalize the sound in a meaningful way. The app also has surround sound settings that are gimmicky, didn't seem to do anything but take away from the sound quality. Being able to cup the right ear to turn off the head phones and hear someone is really great feature, being able to customize the noise canceling to filter out or allow voices and if you like automatically adjust based on your movement pretty cool.

On calls - I've read professional and personal reviews that all say phone calls are better on the Bose, I tested both, the Sony performed better for me, I was able to hear myself more clearly, others heard me more clearly on the Sony. The Sony's did pick up more ambient noise that was passed on to the caller on the other line.

Bluetooth connectivity is better than any Bluetooth headphones I have owned prior in regards to sound quality. Having no wires while traveling, getting on and off planes, wow, never realized what I was missing.

Comfort - Bose win out here - they are more comfortable, they cover the entire hear, create less heat around your ears and less pressure on your head, ears, face and jaw. Sony's aren't bad from a comfort standpoint but Bose is a level above any other over the ear headphones I've tried.

Overall I would say you have to try the various headphones on the market as so much of what you will or won't like about a particular pair is subjective. For me, the sound quality, the features and noise canceling won the day for me. Bose fell flat on a sound quality and feature standpoint, I actually preferred my Beats to the Bose on sound quality. The sacrifice is on the comfort front, no one beats Bose. If you are looking for noise canceling and that's a key feature, as other reviews have said, Sony and Bose are the best. If overall sound quality trumps all else, there are a couple headphones on the market that perform better on sound quality but aren't in the same ballpark from a noise canceling standpoint. Generally wired and non noise canceling sound better. The Sony's seem to strike the best compromise for me on delivering everything I want in my noise canceling headphones that are primarily for travel."
506,4.0 out of 5 stars,So far I'm pretty happy with these headphone but i'm running into an issue where the volume while playing music on wireless suddenly drops around 20% and even though my phone is playing at 100%. The battery is fully charged so I'm not sure what the issue is.
507,3.0 out of 5 stars,"Sounds decent, controls stink, very hard to use. Noise Cancelling is great, bass mediocre, high and mids quality. Very weak construction, could break easily."
508,4.0 out of 5 stars,"NC works fine, voice quality much better than Bose QC35, you can hear immediately the difference in the first sound. Comfortabale maybe can be better, the easy go box shall be better, the cable has to be placed outside."
509,2.0 out of 5 stars,"Had to return these because the microphone is way too sensitive. I was hoping to use this for phone calls in noisy locations, but these headphones seem to amplify the background noise rather than reduce it. This is a known problem that I was surprised to find out about after getting the headphones."
510,2.0 out of 5 stars,What a bunch of bs. Paid 350 for something that doesn’t even ring my ears. Let me make my ears bleed if I want. Such a disappointment on the volume. Damn
511,5.0 out of 5 stars,Extremely well built. Excellent sound even at very low and high volume . Responsive controls and amazon made sure there was no damage to the box. Thank you
512,5.0 out of 5 stars,"nice fit, however the power button is a bit small..."
513,5.0 out of 5 stars,"Great headphones, wonderful noise reduction, and awesome sound quality."
514,4.0 out of 5 stars,During the first week of using these headphones I realised how sound can be good when you do not hear your surrounding. I'm really happy with them!
515,2.0 out of 5 stars,Can’t say I’m very impressed by the sound for $300. Not the best choice for sweaty workouts also.
517,5.0 out of 5 stars,Excellent.
518,5.0 out of 5 stars,The gesture function is really cool!! But the buttery is not like can be used for 30 hours...
519,5.0 out of 5 stars,"Really nice headphone, teching other companies a good lesson."
520,5.0 out of 5 stars,"Shipping

First of all I want to say that the shipping method was the best I’ve ever tried.
I’ve bought the headphones on Tuesday in the US and I’ve received the next Thursday in Sicily (IT)!
This is unbelievable and amazing!

First impression

The packaging is so beautiful, in particular the inside box.
The headphones have a simple appearance, I mean not so flashy, I like it! You can use them also to go at work and if you are not so young you don’t look like a freak!
The material are very good looking and I think also resistant. The pads are very soft and able to deaden the noise also when the headphone are turned off.
The sound is very clean and can be very loud. The control on the right pad is very précising and the “ambient trick” is very helpful and intuitive to use it.
The app gives you some features very interesting.

I’ve been using only for 2 days.. I can say something more in some weeks of use."
521,5.0 out of 5 stars,Awesome headphones. Does get a little hot in the summer when you where them outdoors where there is no aircon.
522,3.0 out of 5 stars,"Sound while playing music might be great, but white noise in a noise canceling headphones seems senseless"
523,5.0 out of 5 stars,"superb headphone, and fantastic sound"
524,3.0 out of 5 stars,"I was upgrading my Bose QC15 and here are my thoughts after 5 weeks of nearly daily use (3-8 hours per day).

Noise cancellation: Sony WH1000XM2 wins. The difference is subtle at first, until you get to use Sony for at a few hours.

Comfort: QC15 wins hands down. I can tolerate Sony headset, but it is pretty uncomfortable (and hot). QC15 is pleasure to wear.

Sound quality: QC15 wins here. Sony has a bit better bass, but anything above else just sucks, plus that hiss... Which is very unfortunate.

(nitpick) Naming: I understand ""QC15"" ""QC25""... etc, but wtf is ""WH1000XM2"", sony?

Summary: I am keeping my Sony for when I need the best noise cancellation. But will stick with QC15 for daily use."
525,1.0 out of 5 stars,My headphones arrived used with open box. Will return it. Unacceptable.
526,3.0 out of 5 stars,"Be careful if you have medium ears size this product is not the right one for you the comfort is horrible I cannot even put it in my head over 15 minutes I will feel fatigues in my ears and heat after half an hour.
.
.
Perfect noise cancellation, perfect features, adorable look,"
528,3.0 out of 5 stars,"Good features. Sound quality is eh.The volume is pretty low and not much bass which was a deal breaker for me. I ended up returning them, and purchased the skull candy crushers, for almost half the price.
For the price, I hate to say it, but for what u get, it's prob not worth more then half the price.
However, as of pros... They are comfortable, good weight, biuld quality, nice features with the microphone on the touch pad, noise cancelling is ok, and the pairing is prob the best thing about these headphones. The voice u hear when u turn it on is dope AF, sounds futuristic, and the Bluetooth connection is flawless and instantaneous.
If these were louder, with more bass, I would've been a very happy camper. I'm just disappointed about those 2 major draw backs because of the price."
529,5.0 out of 5 stars,"very good, comfortable, even hard battery, recommend!"
530,5.0 out of 5 stars,Best headphones with advanced features!
531,5.0 out of 5 stars,I like it
532,5.0 out of 5 stars,Way better sound than Bose
533,5.0 out of 5 stars,Just perfect
534,2.0 out of 5 stars,"Update(Oct 20):
Mic for phone calls is useless, people keep complaining about sound quality.
Lately, bluetooth connection is acting up(connection dropped few time in the past days).
Cans are still getting hot...
I will return them, $350 + tax - not worth it

Original review:
This is my initial impression.
These 1000XM2 got hot within an hour.
Sound is not superb, but sound is not what you buy it for :)
As for cracking issue that the older version was famous for, I did not experience it yet as I only had 1000XM2 for 1 day...
The Sony's fancy app and customizations are basically a gimmick, there is no real value...

Now the most important - the ANC is on par with Bose QC35, but Bose is a bit better...
I will test it for few more days..."
535,5.0 out of 5 stars,"I narrowed down my hunt to upgrade my exercise music experience to three higher end headphones and couldn't narrow it further so decided to get all three to find out in side by side comparisons which would be the best for me.

[1] Bose QuietComfort 35 (Series II) Wireless Headphones, Noise Cancelling ($349.00)

[2] Beats Studio3 Wireless Headphones ($298.99)

[3] Sony Noise Cancelling Headphones WH1000XM2: Over Ear Wireless Bluetooth ($348.00)

I put on the Beats and the heaviness and fit gave me the sense of an impending headache the instant I put them on. That, and the sound was empty and flat compared with either Sony or Bose. What was most surprising to me was they didn't have strong bass, which I had thought they were known for.

I put on the Sony and they were bigger but somewhat better fitting, not a lot lighter, but with more of a clear and full range from high to low.

I put on the Bose and it was surprisingly and significantly lighter and better fitting than either of the others and the sound was basically perfect. Good bass, full range of highs and lows. I have to admit that I had to switch back and forth between the Sony and the Bose about 10 times to determine if I *really* preferred the Bose to the Sony, and they were actually pretty darn close. The final point that won out for Bose was they were so much lighter and better fitting.

In addition to all of the above, as I've continued to use the Bose for 'everything' - I was most surprised when on a whim I decided to see if I could place a call with them; and my two initial callers both exlaimed that this was the BEST and clearest sound talking to me they had yet experienced (For years I've tried their patience through testing calls with 10-15 different best rated wired and wireless headpeices, ear buds et al). The rave reviews of the recipients of my calls carried from inside to outside walking the streets of NYC with all the usual sirens and traffic noise.

But most important of all, I can listen to my music in full head-filling gorgeous energizing glory when I'm exercising."
